rn,SQLDATE,MonthYear,EventCode,SOURCEURL,IsRootEvent,Actor1Name,Actor1CountryCode,Actor2Name,Actor2CountryCode,NumMentions,NumSources,NumArticles
30,20141118,201411,032,http://eleconomista.com.mx/columnas/salud-negocios/2015/11/17/liomont-vacuna-su-expansion-antiinfluenza,0,,,GOVERNMENT,,10,1,10
31,20141117,201411,193,http://www.660news.com/2015/11/17/ahs-says-nearly-100000-fewer-calgarians-have-received-influenza-shot-compared-to-last-year/,1,ALBERTA,CAN,,,5,1,5
32,20141203,201412,174,http://crofsblogs.typepad.com/h5n1/2015/12/us-ebola-crisis-passes-but-questions-on-quarantines-persist.html,1,STUDENT,,CONNECTICUT,USA,3,1,3
33,20141203,201412,174,http://crofsblogs.typepad.com/h5n1/2015/12/us-ebola-crisis-passes-but-questions-on-quarantines-persist.html,1,UNITED STATES,USA,UNITED STATES,USA,2,1,2
34,20141203,201412,174,http://crofsblogs.typepad.com/h5n1/2015/12/us-ebola-crisis-passes-but-questions-on-quarantines-persist.html,0,STUDENT,,CONNECTICUT,USA,3,1,3
35,20141203,201412,174,http://crofsblogs.typepad.com/h5n1/2015/12/us-ebola-crisis-passes-but-questions-on-quarantines-persist.html,0,UNITED STATES,USA,UNITED STATES,USA,2,1,2
36,20150130,201501,010,http://crofsblogs.typepad.com/h5n1/2016/01/did-brazil-global-health-agencies-fumble-zika-response.html,0,BRAZIL,BRA,DOCTOR,,2,1,2
37,20150130,201501,010,http://crofsblogs.typepad.com/h5n1/2016/01/did-brazil-global-health-agencies-fumble-zika-response.html,0,DOCTOR,,RECIFE,BRA,6,1,6
38,20150130,201501,010,http://crofsblogs.typepad.com/h5n1/2016/01/did-brazil-global-health-agencies-fumble-zika-response.html,0,BRAZIL,BRA,,,2,1,2
39,20150220,201502,010,http://cphpost.dk/news/denmark-hit-by-influenza.12751.html,1,DENMARK,DNK,PHYSICIAN,,5,1,5
40,20150226,201502,010,http://nigerianpilot.com/avian-influenza-measures-put-place-curtail-bird-flu/,1,JOURNALIST,,NIGERIA,NGA,8,1,8
41,20150226,201502,010,http://nigerianpilot.com/avian-influenza-measures-put-place-curtail-bird-flu/,1,JOURNALIST,,,,2,1,2
42,20150226,201502,010,http://www.agenzianova.com/a/54eee08fa6c5c6.94503576/934623/2015-02-26/sudan-al-bashir-critica-la-crescente-influenza-dei-fratelli-musulmani,1,SUDAN,SDN,MUSLIM,,20,1,20
43,20150225,201502,010,http://www.blikk.hu/blikk_rovidhir/valsagos-a-sertesinfluenzas-beteg-allapota-szlovakia-2332619,1,SLOVAK REPUBLIC,SVK,HOSPITAL,,8,1,8
44,20150225,201502,010,http://www.blikk.hu/blikk_rovidhir/valsagos-a-sertesinfluenzas-beteg-allapota-szlovakia-2332619,1,HOSPITAL,,SPOKESMAN,,2,1,2
45,20150227,201502,010,http://www.dailykashmirimages.com/news-skims-gets-supply-of-reagents-chemicals-for-h1n1-influenza-tests-73529.aspx,1,GOVERNOR,,COLLEGE,,10,1,10
46,20150225,201502,010,http://www.gulf-times.com/nepal/250/details/428540/14-infected-with-h1n1-influenza-virus-in-nepal,1,KATHMANDU,NPL,NEWSPAPER,,1,1,1
47,20150225,201502,010,http://www.gulf-times.com/nepal/250/details/428540/14-infected-with-h1n1-influenza-virus-in-nepal,1,KATHMANDU,NPL,NEPAL,NPL,4,1,4
48,20150221,201502,010,http://www.palermomania.it/news.php?meningite-bimba-in-coma-a-bologna-per-un-ospedale-era-influenza&id=70099,1,HOSPITAL,,COMPANY,,10,1,10
49,20150225,201502,010,http://www.thehindu.com/news/national/karnataka/open-separate-centre-for-ah1n1-influenza-in-davangere-state-government-urged/article6931126.ece,1,HOSPITAL,,,,10,1,10
50,20150225,201502,010,http://www.ticotimes.net/2012/03/01/caja-distributes-influenza-vaccine,1,MORAVIA,CZE,,,5,1,5
51,20150225,201502,012,http://www.blikk.hu/blikk_rovidhir/madarinfluenza-magyarorszagon-2333009,1,HUNGARY,HUN,COMPANY,,6,1,6
52,20150224,201502,012,http://www.greaterkashmir.com/news/2015/Feb/25/skims-influenza-lab-fails-in-surveillance-research-dak-54.asp,1,SRINAGAR,IND,DOCTOR,,10,1,10
53,20150227,201502,013,http://www.risingkashmir.com/army-man-dies-of-h1n1-influenza-in-jammu/,1,ARMY,,MILITARY,,20,1,10
54,20150226,201502,020,http://nation.com.pk/lahore/26-Feb-2015/influenza-can-be-fatal-dr-rubab,0,PHYSICIAN,,,,5,1,5
55,20150225,201502,020,http://pulsoslp.com.mx/2015/02/25/en-india-piden-mantener-la-calma-tras-aumentar-muertos-por-influenza-porcina/,1,AUTHORITIES,,,,10,1,10
56,20150225,201502,020,http://www.blikk.hu/blikk_aktualis/meghalt-a-sertesinfluenzas-szlovak-ferfi-2332879,1,HOSPITAL,,,,10,1,10
57,20150220,201502,020,http://www.healthmap.org/site/diseasedaily/article/rise-avian-influenza-22015,1,,,OREGON,USA,9,1,9
58,20150227,201502,020,http://www.stratfordbeaconherald.com/2015/02/27/perth-county-long-term-care-homes-hit-hard-by-norovirus-influenza-this-winter,1,RESIDENTS,,AUSTRALIA,AUS,4,1,4
59,20150227,201502,020,http://www.voanews.com/content/who-reports-world-remains-volatile-despite-influenza-outbreaks/2662123.html,1,WORLD HEALTH ORGANIZATION,,GOVERNMENT,,5,1,5
60,20150227,201502,030,http://www.stratfordbeaconherald.com/2015/02/27/perth-county-long-term-care-homes-hit-hard-by-norovirus-influenza-this-winter,0,RESIDENTS,,,,10,1,10
61,20150226,201502,0311,http://www.agriculture.gov.au/about/publications/eiinquiry/equine_influenza_inquiry_government_response,0,AUSTRALIA,AUS,,,10,1,10
62,20150224,201502,036,http://atlantic.ctvnews.ca/visits-suspended-at-moncton-s-dr-georges-l-dumont-university-hospital-to-stop-spread-of-influenza-1.2250456,1,UNIVERSITY,,UNIVERSITY,,10,1,10
63,20150224,201502,036,http://atlantic.ctvnews.ca/visits-suspended-at-moncton-s-dr-georges-l-dumont-university-hospital-to-stop-spread-of-influenza-1.2250456,1,UNIVERSITY,,UNIVERSITY,,10,1,10
64,20150226,201502,036,http://www.agriculture.gov.au/biosecurity/emergency/wedpp/avian_influenza_viruses_in_migratory_shorebirds_and_nomadic_water_fowl_in_south_australia,1,,,SIBERIA,RUS,10,1,10
65,20150227,201502,036,http://www.dailykashmirimages.com/news-skims-gets-supply-of-reagents-chemicals-for-h1n1-influenza-tests-73529.aspx,1,,,MINIST OF HEALTH,,10,1,10
66,20150227,201502,036,http://www.dailykashmirimages.com/news-skims-gets-supply-of-reagents-chemicals-for-h1n1-influenza-tests-73529.aspx,1,MINIST OF HEALTH,,,,10,1,10
67,20150227,201502,036,http://www.stratfordbeaconherald.com/2015/02/27/perth-county-long-term-care-homes-hit-hard-by-norovirus-influenza-this-winter,0,,,RESIDENTS,,10,1,10
68,20150227,201502,036,http://www.stratfordbeaconherald.com/2015/02/27/perth-county-long-term-care-homes-hit-hard-by-norovirus-influenza-this-winter,0,RESIDENTS,,,,10,1,10
69,20150227,201502,040,http://ilcentro.gelocal.it/pescara/cronaca/2015/02/26/news/e-per-l-influenza-suina-muoiono-tre-persone-1.10944597,1,DOCTOR,,,,10,1,10
70,20150219,201502,040,http://www.entornointeligente.com/articulo/5065685/Ascienden-a-529-los-casos-de-influenza-en-Puerto-Rico-rss-19022015,1,COMPANY,,,,10,1,10
71,20150225,201502,040,http://www.simcoe.com/news-story/5446623-influenza-a-outbreak-declared-at-midland-s-georgian-bay-general-hospital/,1,HOSPITAL,,,,10,1,10
72,20150225,201502,040,http://www.simcoe.com/news-story/5446623-influenza-a-outbreak-declared-at-midland-s-georgian-bay-general-hospital/,1,,,HOSPITAL,,10,1,10
73,20150224,201502,042,http://7thspace.com/headlines/504278/update_on_imported_human_case_of_avian_influenza_ah7n9.html,1,WORKER,,,,10,1,10
74,20150227,201502,042,http://fai.informazione.it/p/296F2BD9-4077-4714-9FB1-D6DE073740A1/Lunga-vita-e-prosperita-quanto-il-fenomeno-di-Star-Trek-ha-influenzato-la-scienza,1,,,SAGA,JPN,10,1,10
75,20150226,201502,042,http://www.infectioncontroltoday.com/news/2015/02/warning-signals-from-the-volatile-world-of-influenza-viruses.aspx,1,CANADA,CAN,CHINA,CHN,10,1,10
76,20150221,201502,042,http://www.palermomania.it/news.php?meningite-bimba-in-coma-a-bologna-per-un-ospedale-era-influenza&id=70099,1,,,HOSPITAL,,10,1,10
77,20150226,201502,042,http://www.who.int/influenza/publications/warningsignals201502/en/,1,CANADA,CAN,CHINA,CHN,10,1,10
78,20150224,201502,043,http://7thspace.com/headlines/504278/update_on_imported_human_case_of_avian_influenza_ah7n9.html,1,,,WORKER,,10,1,10
79,20150227,201502,043,http://fai.informazione.it/p/296F2BD9-4077-4714-9FB1-D6DE073740A1/Lunga-vita-e-prosperita-quanto-il-fenomeno-di-Star-Trek-ha-influenzato-la-scienza,1,SAGA,JPN,,,10,1,10
80,20150223,201502,043,http://www.elnuevodia.com/noticias/locales/nota/conociendolainfluenza-2011004/,0,SCHOOL,,,,10,1,10
81,20150221,201502,043,http://www.palermomania.it/news.php?meningite-bimba-in-coma-a-bologna-per-un-ospedale-era-influenza&id=70099,1,HOSPITAL,,,,10,1,10
82,20150226,201502,043,http://www.who.int/influenza/publications/warningsignals201502/en/,1,CHINA,CHN,CANADA,CAN,10,1,10
83,20150226,201502,046,http://nigerianpilot.com/avian-influenza-measures-put-place-curtail-bird-flu/,1,,,MINISTRY,,10,1,10
84,20150226,201502,051,http://www.agenzianova.com/a/54eee08fa6c5c6.94503576/934623/2015-02-26/sudan-al-bashir-critica-la-crescente-influenza-dei-fratelli-musulmani,1,LIBYA,LBY,EXTREMIST,,20,1,20
85,20150225,201502,051,http://www.ticotimes.net/2012/03/01/caja-distributes-influenza-vaccine,1,COSTA RICA,CRI,,,4,1,4
86,20150224,201502,055,http://www.tio.ch/News/Ticino/Cronaca/1020071/Piloti-con-l-influenza-l-aereo-non-decolla,1,COMMANDER,,,,10,1,10
87,20150224,201502,071,http://www.greaterkashmir.com/news/2015/Feb/25/skims-influenza-lab-fails-in-surveillance-research-dak-54.asp,1,SRINAGAR,IND,DOCTOR,,10,1,10
88,20150226,201502,073,http://www.infectioncontroltoday.com/news/2015/02/warning-signals-from-the-volatile-world-of-influenza-viruses.aspx,0,MANUFACTURER,,,,10,1,10
89,20150219,201502,073,http://www.newsquench.com/hong-kong-influenza-death-toll-at-228-after-18-die-in-one-day/,1,AUTHORITIES,,,,10,1,10
90,20150219,201502,073,http://www.newsquench.com/hong-kong-influenza-death-toll-at-228-after-18-die-in-one-day/,1,HEALTH OFFICIAL,,,,10,1,10
91,20150226,201502,073,http://www.who.int/influenza/publications/warningsignals201502/en/,0,MANUFACTURER,,,,10,1,10
92,20150225,201502,084,http://www.simcoe.com/news-story/5446623-influenza-a-outbreak-declared-at-midland-s-georgian-bay-general-hospital/,1,HOSPITAL,,,,10,1,10
93,20150225,201502,0841,https://in.newshub.org/open-separate-centre-for-a-h1n1-influenza-in-davangere-state-government-urged-12431273.html,0,VILLAGE,,MADHYA PRADESH,IND,2,1,2
94,20150225,201502,0841,https://in.newshub.org/open-separate-centre-for-a-h1n1-influenza-in-davangere-state-government-urged-12431273.html,0,VILLAGE,,MADHYA PRADESH,IND,2,1,2
95,20150219,201502,090,http://indiatoday.intoday.in/story/swine-flu-cases-h1n1-virus-new-delhi-ncr-influenza-government/1/419690.html,1,GOVERNMENT,,,,10,1,10
96,20150219,201502,100,http://www.zeit.de/wissen/gesundheit/2015-02/grippe-influenza-deutschland,1,PHYSICIAN,,,,10,1,10
97,20150219,201502,110,http://indiatoday.intoday.in/story/swine-flu-cases-h1n1-virus-new-delhi-ncr-influenza-government/1/419690.html,1,GOVERNMENT OFFICIAL,,HOSPITAL,,5,1,5
98,20150224,201502,110,http://www.greaterkashmir.com/news/2015/Feb/25/skims-influenza-lab-fails-in-surveillance-research-dak-54.asp,1,SRINAGAR,IND,DOCTOR,,10,1,10
99,20150227,201502,110,http://www.rp-online.de/leben/gesundheit/medizin/grippe/grippe-hoehepunkt-der-influenza-infektionen-koennte-erreicht-sein-aid-1.4924536,1,PHYSICIAN,,,,10,1,10
100,20150226,201502,111,http://www.who.int/influenza/publications/warningsignals201502/en/,0,EUROPE,EUR,,,10,1,10
101,20150213,201502,120,http://crofsblogs.typepad.com/h5n1/2016/02/brazil-reports-explosion-of-dengue-a-bad-omen-for-spread-of-zika-virus.html,1,BRAZIL,BRA,GOVERNMENT,,20,1,10
102,20150224,201502,120,http://www.greaterkashmir.com/news/2015/Feb/25/skims-influenza-lab-fails-in-surveillance-research-dak-54.asp,1,SRINAGAR,IND,DOCTOR,,10,1,10
103,20150219,201502,120,http://www.newsquench.com/hong-kong-influenza-death-toll-at-228-after-18-die-in-one-day/,0,WORKER,,HEALTH OFFICIAL,,5,1,5
104,20150219,201502,120,http://www.newsquench.com/hong-kong-influenza-death-toll-at-228-after-18-die-in-one-day/,0,WORKER,,,,5,1,5
105,20150226,201502,152,http://nigerianpilot.com/avian-influenza-measures-put-place-curtail-bird-flu/,0,MINIST OF HEALTH,,,,5,1,5
106,20150203,201502,172,http://putnamsentinel.com/Content/News/Agriculture/Article/Concerns-again-about-avian-influenza-virus/1/569/24918,0,OHIO,USA,UNITED STATES,USA,4,1,4
107,20150203,201502,172,http://putnamsentinel.com/Content/News/Agriculture/Article/Concerns-again-about-avian-influenza-virus/1/569/24918,0,OHIO,USA,,,6,1,6
108,20150220,201502,172,http://www.healthmap.org/site/diseasedaily/article/rise-avian-influenza-22015,1,THAILAND,THA,SRI LANKA,LKA,5,1,5
109,20150220,201502,172,http://www.healthmap.org/site/diseasedaily/article/rise-avian-influenza-22015,1,SOUTH KOREA,KOR,SRI LANKA,LKA,6,1,6
110,20150220,201502,172,http://www.healthmap.org/site/diseasedaily/article/rise-avian-influenza-22015,1,THAILAND,THA,SRI LANKA,LKA,1,1,1
111,20150220,201502,172,http://www.healthmap.org/site/diseasedaily/article/rise-avian-influenza-22015,1,SOUTH KOREA,KOR,SRI LANKA,LKA,2,1,2
112,20150220,201502,172,http://www.healthmap.org/site/diseasedaily/article/rise-avian-influenza-22015,1,THAILAND,THA,SRI LANKA,LKA,2,1,2
113,20150220,201502,172,http://www.healthmap.org/site/diseasedaily/article/rise-avian-influenza-22015,1,THAILAND,THA,SRI LANKA,LKA,2,1,2
114,20150220,201502,172,http://www.healthmap.org/site/diseasedaily/article/rise-avian-influenza-22015,1,SOUTH KOREA,KOR,SRI LANKA,LKA,2,1,2
115,20150227,201502,173,http://www.dailykashmirimages.com/news-skims-gets-supply-of-reagents-chemicals-for-h1n1-influenza-tests-73529.aspx,1,GOVERNOR,,COLLEGE,,10,1,10
116,20150227,201502,173,http://www.risingkashmir.com/skims-receives-reagents-chemicals-supply-for-h1n1-influenza-tests/,1,GOVERNOR,,COLLEGE,,4,1,4
117,20150227,201502,173,http://www.risingkashmir.com/skims-receives-reagents-chemicals-supply-for-h1n1-influenza-tests/,1,GOVERNOR,,COLLEGE,,10,1,10
118,20150226,201502,190,http://nigerianpilot.com/avian-influenza-measures-put-place-curtail-bird-flu/,0,GOVERNMENT,,MINIST OF AGRICULTURE,,5,1,5
119,20150226,201502,190,http://nigerianpilot.com/avian-influenza-measures-put-place-curtail-bird-flu/,0,GOVERNMENT,,,,5,1,5
120,20150220,201502,190,http://www.thehealthsite.com/news/ayush-can-definitely-help-as-ayurveda-has-special-medicinal-syrups-to-combat-the-influenza/,1,NEW DELHI,IND,MINIST FOR HEALTH,,2,1,2
121,20150306,201503,010,http://crofsblogs.typepad.com/h5n1/2015/03/burmamyanmar-two-wait-on-test-results-after-monywa-h5n1-outbreak.html,1,DIRECTOR GENERAL,,MYANMAR,MMR,6,1,3
122,20150324,201503,010,http://crofsblogs.typepad.com/h5n1/2015/03/ebola-in-liberia-more-on-the-new-case.html,1,LIBERIA,LBR,MONROVIA,LBR,4,1,2
123,20150325,201503,010,http://crofsblogs.typepad.com/h5n1/2015/03/ebola-in-liberia-more-on-the-tugbeh-case.html,1,LIBERIA,LBR,GOVERNMENT,,8,1,4
124,20150328,201503,010,http://crofsblogs.typepad.com/h5n1/2015/03/ebola-in-liberia-update-on-the-three-new-cases.html,0,HEALTH OFFICIAL,,,,10,1,5
125,20150331,201503,010,http://crofsblogs.typepad.com/h5n1/2015/03/global-perspectives-on-yemen-overview.html,1,THE EU,EUR,,,4,1,4
126,20150331,201503,010,http://crofsblogs.typepad.com/h5n1/2015/03/global-perspectives-on-yemen-overview.html,0,OBAMA,USA,YEMEN,YEM,4,1,4
127,20150331,201503,010,http://crofsblogs.typepad.com/h5n1/2015/03/global-perspectives-on-yemen-overview.html,0,OBAMA,USA,YEMEN,YEM,1,1,1
128,20150331,201503,010,http://crofsblogs.typepad.com/h5n1/2015/03/global-perspectives-on-yemen-overview.html,0,OBAMA,USA,YEMEN,YEM,12,1,8
129,20150331,201503,010,http://crofsblogs.typepad.com/h5n1/2015/03/global-perspectives-on-yemen-overview.html,0,OBAMA,USA,YEMEN,YEM,2,1,2
130,20150331,201503,010,http://crofsblogs.typepad.com/h5n1/2015/03/global-perspectives-on-yemen-overview.html,1,THE EU,EUR,,,1,1,1
131,20150331,201503,010,http://crofsblogs.typepad.com/h5n1/2015/03/global-perspectives-on-yemen-overview.html,0,THE EU,EUR,,,4,1,4
132,20150331,201503,010,http://crofsblogs.typepad.com/h5n1/2015/03/global-perspectives-on-yemen-overview.html,0,OBAMA,USA,YEMEN,YEM,1,1,1
133,20150328,201503,010,http://crofsblogs.typepad.com/h5n1/2015/03/saudi-arabia-moh-launches-emergency-health-plan-in-the-south.html,1,HEALTH MINIST,,KINGDOM,,20,1,10
134,20150329,201503,010,http://crofsblogs.typepad.com/h5n1/2015/03/saudi-led-airstrikes-intensify-in-yemen-as-possible-coalition-land-attack-looms.html,1,POLITICIAN,,,,2,1,2
135,20150329,201503,010,http://crofsblogs.typepad.com/h5n1/2015/03/saudi-led-airstrikes-intensify-in-yemen-as-possible-coalition-land-attack-looms.html,1,POLITICIAN,,YEMEN,YEM,10,1,5
136,20150329,201503,010,http://crofsblogs.typepad.com/h5n1/2015/03/saudi-led-airstrikes-intensify-in-yemen-as-possible-coalition-land-attack-looms.html,1,POLITICIAN,,,,8,1,5
137,20150326,201503,010,http://crofsblogs.typepad.com/h5n1/2015/03/two-more-suspected-ebola-cases-in-liberia.html,0,LIBERIA,LBR,LIBERIA,LBR,2,1,2
138,20150327,201503,010,http://crofsblogs.typepad.com/h5n1/2015/03/uk-british-military-nurse-successfully-treated-for-ebola.html,0,SIERRA LEONE,SLE,MILITARY,,8,1,4
139,20150308,201503,010,http://feol.hu/hirek/lecsengoben-az-influenza-jarvany-1683927,1,MANUFACTURER,,,,10,1,10
140,20150321,201503,010,http://nssoaxaca.com/estado/31-general/116490-puntos-de-verificacion-interna-continuaran-operando-en-la-costa-para-evitar-propagacion-de-influenza-aviar,1,ALEPPO,SYR,PRODUCER,,10,1,10
141,20150330,201503,010,http://www.adnkronos.com/aki-it/politica/2015/03/30/assad-raid-usa-hanno-fatto-aumentare-influenza-dello-stato-islamico-siria_hhj0fxnH99ru1CFIDOCsWJ.html,0,WASHINGTON,USA,SYRIA,SYR,2,1,2
142,20150330,201503,010,http://www.adnkronos.com/aki-it/politica/2015/03/30/assad-raid-usa-hanno-fatto-aumentare-influenza-dello-stato-islamico-siria_hhj0fxnH99ru1CFIDOCsWJ.html,0,WASHINGTON,USA,SYRIA,SYR,2,1,2
143,20150326,201503,010,http://www.agenzianova.com/a/55142ce21fc001.89377399/950493/2015-03-26/turchia-ministro-affari-europei-bozkir-ue-ha-perso-la-sua-influenza-nel-paese,1,EUROPEAN,EUR,TURKEY,TUR,10,1,10
144,20150330,201503,010,http://www.cidrap.umn.edu/news-perspective/2015/03/egypt-has-10-new-h5n1-cases-indonesia-2,1,EGYPT,EGY,,,10,1,10
145,20150331,201503,010,http://www.cidrap.umn.edu/news-perspective/2015/03/h5n2-strikes-3rd-minnesota-turkey-farm-h5n1-hits-romania,1,MINNESOTA,USA,THE ASSOCIATED PRESS,USA,1,1,1
146,20150304,201503,010,http://www.globalpost.com/dispatch/news/xinhua-news-agency/150304/influenza-costs-germany-billions-euros,1,NEWSPAPER,,ECONOMIST,,5,1,5
147,20150318,201503,010,http://www.healio.com/infectious-disease/influenza/news/print/infectious-disease-news/%7B32f69cd6-7264-4277-b0fe-b57d7675f4bd%7D/unpredictability-remains-the-one-constant-with-seasonal-influenza,1,PROFESSOR,,,,1,1,1
148,20150318,201503,010,http://www.healio.com/infectious-disease/influenza/news/print/infectious-disease-news/%7B32f69cd6-7264-4277-b0fe-b57d7675f4bd%7D/unpredictability-remains-the-one-constant-with-seasonal-influenza,1,PROFESSOR,,UNITED STATES,USA,4,1,4
149,20150318,201503,010,http://www.theadvocate.com.au/story/2954909/assurance-on-influenza-immunisation-program/,1,TASMANIA,AUS,,,6,1,6
150,20150318,201503,010,http://www.theadvocate.com.au/story/2954909/assurance-on-influenza-immunisation-program/,1,SWITZERLAND,CHE,TASMANIA,AUS,4,1,4
151,20150313,201503,010,http://www.thepoultrysite.com/poultrynews/34585/weekly-review-avian-influenza-outbreaks-in-us-cause-concern/,1,UNITED STATES,USA,TURKEY,TUR,2,1,2
152,20150305,201503,010,https://it.notizie.yahoo.com/putin-italia-usi-influenza-su-kiev-per-realizzare-144421029.html,1,RUSSIA,RUS,UKRAINE,UKR,2,1,2
153,20150305,201503,010,https://it.notizie.yahoo.com/putin-italia-usi-influenza-su-kiev-per-realizzare-144421029.html,1,RUSSIA,RUS,UKRAINE,UKR,4,1,4
154,20150329,201503,011,http://www.wctrib.com/news/local/3996063-ready-bird-flu-lessons-were-learned-2015-avian-influenza-crisis-has-industry,0,MINNESOTA,USA,,,8,1,8
155,20150329,201503,011,http://www.wctrib.com/news/local/3996063-ready-bird-flu-lessons-were-learned-2015-avian-influenza-crisis-has-industry,0,MINNESOTA,USA,UNITED STATES,USA,2,1,2
156,20150309,201503,012,http://brownfieldagnews.com/2015/03/08/avian-influenza-confirmed-missouri-turkey-flock/,1,MISSOURI,USA,MISSOURI,USA,6,1,6
