rn,SQLDATE,MonthYear,EventCode,SOURCEURL,IsRootEvent,Actor1Name,Actor1CountryCode,Actor2Name,Actor2CountryCode,NumMentions,NumSources,NumArticles
2635,20150701,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/ebola-in-liberia-uncertainty-in-nedowein.html,0,GUINEA,GIN,LIBERIA,LBR,2,1,1
2636,20150701,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/ebola-in-liberia-uncertainty-in-nedowein.html,0,LIBERIA,LBR,,,2,1,1
2637,20150701,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/ebola-in-liberia-uncertainty-in-nedowein.html,0,GUINEA,GIN,LIBERIA,LBR,4,1,2
2638,20150701,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/ebola-in-liberia-uncertainty-in-nedowein.html,0,GUINEA,GIN,,,12,1,6
2639,20150713,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/ecdc-cdtr-week-28.html,1,FINNISH,FIN,PHILIPPINE,PHL,20,1,10
2640,20150717,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/ghana-poultry-vendors-defy-ban-on-sales-of-live-birds.html,1,BUSINESS,,ACCRA,GHA,14,1,7
2641,20150717,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/ghana-poultry-vendors-defy-ban-on-sales-of-live-birds.html,1,,,ACCRA,GHA,6,1,3
2642,20150729,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/hong-kong-rush-is-on-to-south-korea-after-seoul-declares-country-mers-free.html,0,SEOUL,KOR,,,16,1,8
2643,20150726,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/india-health-ministry-rushes-team-to-assam-to-deal-with-japanese-encephalitis.html,1,ASSAM,IND,HEALTH MINIST,,10,1,10
2644,20150724,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/india-mumbai-reports-abnormal-viral-encephalitis.html,1,HOSPITAL,,,,20,1,10
2645,20150704,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/indonesia-local-airports-on-high-alert-against-mers.html,1,SAUDI ARABIA,SAU,INDONESIA,IDN,6,1,4
2646,20150704,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/indonesia-local-airports-on-high-alert-against-mers.html,1,INDONESIA,IDN,SOUTH KOREAN,KOR,10,1,5
2647,20150704,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/indonesia-local-airports-on-high-alert-against-mers.html,0,INDONESIA,IDN,SOUTH KOREAN,KOR,1,1,1
2648,20150704,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/indonesia-local-airports-on-high-alert-against-mers.html,1,SAUDI ARABIA,SAU,INDONESIAN,IDN,8,1,4
2649,20150704,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/indonesia-local-airports-on-high-alert-against-mers.html,1,SAUDI ARABIA,SAU,INDONESIA,IDN,6,1,4
2650,20150711,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/migrant-arrivals-in-europe-top-150000-in-2015-and-half-are-in-greece.html,0,ITALY,ITA,,,10,1,5
2651,20150711,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/migrant-arrivals-in-europe-top-150000-in-2015-and-half-are-in-greece.html,0,LEBANON,LBN,SYRIAN,SYR,12,1,6
2652,20150711,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/migrant-arrivals-in-europe-top-150000-in-2015-and-half-are-in-greece.html,0,LEBANON,LBN,SYRIAN,SYR,8,1,4
2653,20150711,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/migrant-arrivals-in-europe-top-150000-in-2015-and-half-are-in-greece.html,1,ITALY,ITA,GREEK,GRC,20,1,10
2654,20150711,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/migrant-arrivals-in-europe-top-150000-in-2015-and-half-are-in-greece.html,1,GREECE,GRC,MIGRANT,,20,1,10
2655,20150711,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/migrant-arrivals-in-europe-top-150000-in-2015-and-half-are-in-greece.html,0,TURKEY,TUR,LEBANON,LBN,10,1,5
2656,20150710,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/philippines-finnish-mers-case-has-recovered.html,1,PHILIPPINE,PHL,DUBAI,ARE,3,1,2
2657,20150710,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/philippines-finnish-mers-case-has-recovered.html,0,PHILIPPINE,PHL,DUBAI,ARE,1,1,1
2658,20150710,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/philippines-finnish-mers-case-has-recovered.html,1,PHILIPPINE,PHL,FINLAND,FIN,10,1,5
2659,20150710,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/philippines-finnish-mers-case-has-recovered.html,1,MALAYSIA,MYS,SINGAPORE,SGP,9,1,5
2660,20150710,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/philippines-finnish-mers-case-has-recovered.html,0,MALAYSIA,MYS,SINGAPORE,SGP,1,1,1
2661,20150701,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/philippines-korean-under-observation-for-mers-at-bacolod-hospital.html,1,PHILIPPINE,PHL,,,1,1,1
2662,20150701,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/philippines-korean-under-observation-for-mers-at-bacolod-hospital.html,1,SOUTH KOREA,KOR,STUDENT,,4,1,2
2663,20150706,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/sierra-leone-fishing-during-ebola.html,1,MAGAZINE,,FREETOWN,SLE,15,1,8
2664,20150706,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/sierra-leone-fishing-during-ebola.html,1,MAGAZINE,,FREETOWN,SLE,1,1,1
2665,20150729,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/sierra-leone-most-parents-would-rather-have-their-daughters-become-prostitutes-than-work-in-an-ebola-burial-team.html,1,COMMUNITY,,,,20,1,10
2666,20150708,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/who-update-on-finnish-case-of-mers-in-philippines.html,1,PHILIPPINE,PHL,SAUDI ARABIA,SAU,4,1,2
2667,20150708,201507,043,http://crofsblogs.typepad.com/h5n1/2015/07/why-cant-we-stop-cholera-in-haiti.html,1,PORT AU PRINCE,HTI,,,20,1,10
2668,20150710,201507,043,http://hygimia69.blogspot.com/2015/07/human-cases-of-influenza-at-human.html,0,CHINA,CHN,CANADA,CAN,1,1,1
2669,20150710,201507,043,http://hygimia69.blogspot.com/2015/07/human-cases-of-influenza-at-human.html,0,CHINA,CHN,CANADA,CAN,3,1,3
2670,20150710,201507,043,http://hygimia69.blogspot.com/2015/07/human-cases-of-influenza-at-human.html,0,CHINA,CHN,CANADA,CAN,1,1,1
2671,20150702,201507,043,http://wrbl.com/2015/07/01/new-strain-of-canine-influenza-found-in-georgia/,1,UNITED STATES,USA,,,2,1,2
2672,20150708,201507,043,https://nz.news.yahoo.com/local/a/28716064/influenza-has-arrived-in-bay-of-plenty/,1,BAY OF PLENTY,NZL,,,10,1,10
2673,20150706,201507,044,http://crofsblogs.typepad.com/h5n1/2015/07/pakistan-ulema-to-campaign-in-favour-of-polio-vaccine.html,1,PAKISTAN,PAK,,,6,1,4
2674,20150706,201507,044,http://crofsblogs.typepad.com/h5n1/2015/07/pakistan-ulema-to-campaign-in-favour-of-polio-vaccine.html,1,PAKISTAN,PAK,,,2,1,2
2675,20150702,201507,046,http://crofsblogs.typepad.com/h5n1/2015/07/cidrap-as-liberias-ebola-cluster-grows-cases-continue-elsewhere.html,0,HEALTH DEPARTMENT,,HEALTH DEPARTMENT,,10,1,10
2676,20150702,201507,046,http://crofsblogs.typepad.com/h5n1/2015/07/cidrap-as-liberias-ebola-cluster-grows-cases-continue-elsewhere.html,1,HEALTH DEPARTMENT,,HEALTH DEPARTMENT,,10,1,10
2677,20150706,201507,046,http://crofsblogs.typepad.com/h5n1/2015/07/nabarro-ebola-flare-ups-could-continue-for-some-time.html,1,,,SIERRA LEONE,SLE,12,1,10
2678,20150706,201507,046,http://crofsblogs.typepad.com/h5n1/2015/07/nabarro-ebola-flare-ups-could-continue-for-some-time.html,0,,,SIERRA LEONE,SLE,8,1,8
2679,20150729,201507,046,http://crofsblogs.typepad.com/h5n1/2015/07/who-ebola-sitrep-july-29-27784-cases-11294-deaths.html,0,,,GUINEA,GIN,8,1,8
2680,20150729,201507,046,http://crofsblogs.typepad.com/h5n1/2015/07/who-ebola-sitrep-july-29-27784-cases-11294-deaths.html,1,,,GUINEA,GIN,8,1,8
2681,20150729,201507,046,http://crofsblogs.typepad.com/h5n1/2015/07/who-ebola-sitrep-july-29-27784-cases-11294-deaths.html,1,,,GUINEA,GIN,16,1,8
2682,20150710,201507,046,http://www.thepoultrysite.com/poultrynews/35411/avian-influenza-lessons-learned-conference-to-prepare-for-potential-future-outbreaks/,1,,,MEDIA,,5,1,5
2683,20150710,201507,046,http://www.thepoultrysite.com/poultrynews/35411/avian-influenza-lessons-learned-conference-to-prepare-for-potential-future-outbreaks/,1,MEDIA,,,,5,1,5
2684,20150719,201507,050,http://crofsblogs.typepad.com/h5n1/2015/07/canada-ottawa-shunning-bc-lead-on-aids.html,0,OTTAWA,CAN,,,8,1,5
2685,20150719,201507,050,http://crofsblogs.typepad.com/h5n1/2015/07/canada-ottawa-shunning-bc-lead-on-aids.html,0,CANADA,CAN,,,2,1,2
2686,20150717,201507,050,http://crofsblogs.typepad.com/h5n1/2015/07/canada-why-the-tpp-trade-deal-is-a-threat-to-public-health.html,1,UNITED STATES,USA,CANADA,CAN,2,1,1
2687,20150717,201507,050,http://crofsblogs.typepad.com/h5n1/2015/07/canada-why-the-tpp-trade-deal-is-a-threat-to-public-health.html,0,CANADA,CAN,UNITED STATES,USA,1,1,1
2688,20150717,201507,050,http://crofsblogs.typepad.com/h5n1/2015/07/canada-why-the-tpp-trade-deal-is-a-threat-to-public-health.html,1,UNITED STATES,USA,CANADIAN,CAN,4,1,2
2689,20150717,201507,050,http://crofsblogs.typepad.com/h5n1/2015/07/canada-why-the-tpp-trade-deal-is-a-threat-to-public-health.html,1,CANADIAN,CAN,UNITED STATES,USA,2,1,2
2690,20150717,201507,050,http://crofsblogs.typepad.com/h5n1/2015/07/canada-why-the-tpp-trade-deal-is-a-threat-to-public-health.html,0,CANADIAN,CAN,UNITED STATES,USA,2,1,2
2691,20150717,201507,050,http://crofsblogs.typepad.com/h5n1/2015/07/canada-why-the-tpp-trade-deal-is-a-threat-to-public-health.html,1,CANADA,CAN,UNITED STATES,USA,1,1,1
2692,20150717,201507,051,http://crofsblogs.typepad.com/h5n1/2015/07/ghana-poultry-vendors-defy-ban-on-sales-of-live-birds.html,0,GHANA,GHA,GOVERNMENT,,4,1,2
2693,20150713,201507,051,http://crofsblogs.typepad.com/h5n1/2015/07/india-two-more-encephalitis-deaths-in-north-bengal.html,1,DOCTOR,,,,15,2,10
2694,20150704,201507,051,http://crofsblogs.typepad.com/h5n1/2015/07/indonesia-local-airports-on-high-alert-against-mers.html,0,PILGRIM,,SAUDI ARABIA,SAU,2,1,2
2695,20150725,201507,051,http://crofsblogs.typepad.com/h5n1/2015/07/sierra-leone-begins-treating-ebola-patients-with-survivors-plasma.html,1,SIERRA LEONEAN,SLE,,,20,1,10
2696,20150712,201507,051,http://crofsblogs.typepad.com/h5n1/2015/07/stateless-in-the-dominican-republic.html,1,,,DOMINICAN,DOM,1,1,1
2697,20150712,201507,051,http://crofsblogs.typepad.com/h5n1/2015/07/stateless-in-the-dominican-republic.html,1,,,DOMINICAN,DOM,9,1,5
2698,20150712,201507,051,http://dailypost.ng/2015/07/12/nigeria-destroyed-1-4-million-birds-to-curtail-influenza-nvri-boss/,0,WORLD BANK,,NIGERIA,NGA,10,1,10
2699,20150715,201507,051,http://mdjonline.com/view/full_story/26753755/article-When-Fido-has-the-flu--Canine-influenza-comes-to-Cobb--vets-recommend-getting-pets-vaccinated,1,HOSPITAL,,UNITED STATES,USA,4,1,4
2700,20150715,201507,051,http://mdjonline.com/view/full_story/26753755/article-When-Fido-has-the-flu--Canine-influenza-comes-to-Cobb--vets-recommend-getting-pets-vaccinated,1,HOSPITAL,,,,6,1,6
2701,20150708,201507,051,http://www.farmanddairy.com/news/usda-is-preparing-for-more-avian-influenza/269478.html,1,SENATOR,,PRODUCER,,5,1,5
2702,20150725,201507,051,http://www.nyoooz.com/nagpur/159399/influenza-emerging-as-yrround-phenomenon,1,,,PHYSICIAN,,5,1,5
2703,20150706,201507,051,http://www.pharmaceutical-journal.com/news-and-analysis/news/narcolepsy-link-to-gsks-influenza-vaccine/20068871.article,1,IRISH,IRL,GLAXOSMITHKLINE,GBR,10,1,10
2704,20150713,201507,051,http://www.pharmacynews.com.au/News/Latest-news/Record-numbers-of-influenza-cases-Ley,1,HEALTH PROFESSIONAL,,,,10,1,10
2705,20150713,201507,051,http://www.stuff.co.nz/waikato-times/70178963/Waikato-DHB-call-for-influenza-vaccinations,0,NEW ZEALAND,NZL,,,10,1,10
2706,20150725,201507,051,http://www.wctrib.com/news/local/3804424-kandiyohi-county-lifts-avian-influenza-quarantine,1,UNITED STATES,USA,TURKEY,TUR,4,1,4
2707,20150717,201507,057,http://crofsblogs.typepad.com/h5n1/2015/07/canada-why-the-tpp-trade-deal-is-a-threat-to-public-health.html,1,,,CANADIAN,CAN,6,1,3
2708,20150717,201507,057,http://crofsblogs.typepad.com/h5n1/2015/07/canada-why-the-tpp-trade-deal-is-a-threat-to-public-health.html,1,CANADIAN,CAN,,,6,1,3
2709,20150729,201507,057,http://crofsblogs.typepad.com/h5n1/2015/07/hong-kong-rush-is-on-to-south-korea-after-seoul-declares-country-mers-free.html,0,INDUSTRY,,,,10,1,5
2710,20150714,201507,057,http://diario.mx/Internacional/2015-07-13_88658340/producira-mexico-vacuna-contra-la-influenza-en-2018/,1,MEXICO,MEX,,,8,1,8
2711,20150714,201507,057,http://diario.mx/Internacional/2015-07-13_88658340/producira-mexico-vacuna-contra-la-influenza-en-2018/,1,,,MEXICO,MEX,8,1,8
2712,20150714,201507,057,http://www.asianews.it/notizie-it/Modi-%E2%80%9Ccorteggia%E2%80%9D-i-leader-dell%E2%80%99Asia-centrale-per-controbilanciare-l%E2%80%99influenza-di-Russia-e-Cina-34768.html,0,PRISONER,,,,10,1,10
2713,20150714,201507,057,http://www.asianews.it/notizie-it/Modi-%E2%80%9Ccorteggia%E2%80%9D-i-leader-dell%E2%80%99Asia-centrale-per-controbilanciare-l%E2%80%99influenza-di-Russia-e-Cina-34768.html,0,,,PRISONER,,10,1,10
2714,20150701,201507,060,http://crofsblogs.typepad.com/h5n1/2015/07/south-korea-may-declare-itself-mers-free-in-late-july.html,1,GOVERNMENT,,SOUTH KOREA,KOR,6,1,6
2715,20150701,201507,060,http://crofsblogs.typepad.com/h5n1/2015/07/south-korea-may-declare-itself-mers-free-in-late-july.html,0,GOVERNMENT,,SOUTH KOREA,KOR,6,1,6
2716,20150707,201507,060,http://crofsblogs.typepad.com/h5n1/2015/07/who-statement-on-the-6th-meeting-of-the-ihr-emergency-committee-regarding-the-ebola-outbreak-in-west-africa.html,1,,,LIBERIA,LBR,5,1,5
2717,20150707,201507,060,http://crofsblogs.typepad.com/h5n1/2015/07/who-statement-on-the-6th-meeting-of-the-ihr-emergency-committee-regarding-the-ebola-outbreak-in-west-africa.html,0,,,LIBERIA,LBR,5,1,5
2718,20150712,201507,060,http://www.nwfdailynews.com/lifestyle/columns/dara-johns/efforts-to-contain-eradicate-avian-influenza-crucial-1.496731,0,ADVOCATE,,FARMER,,5,1,5
2719,20150712,201507,060,http://www.nwfdailynews.com/lifestyle/columns/dara-johns/efforts-to-contain-eradicate-avian-influenza-crucial-1.496731,1,ADVOCATE,,FARMER,,5,1,5
2720,20150708,201507,064,http://crofsblogs.typepad.com/h5n1/2015/07/ignorance-unique-culture-fuel-mers-outbreak-in-south-korea.html,1,GOVERNMENT,,HOSPITAL,,20,1,10
2721,20150701,201507,070,http://crofsblogs.typepad.com/h5n1/2015/06/cholera-eradication-in-haiti-will-take-some-years-says-outgoing-un-coordinator.html,1,THE INTERNATIONAL COMMUNITY,,,,20,1,10
2722,20150715,201507,071,http://crofsblogs.typepad.com/h5n1/2015/07/international-medical-corps-nurse-dies-of-ebola-in-sierra-leone.html,0,BRITISH,GBR,,,2,1,2
2723,20150715,201507,071,http://crofsblogs.typepad.com/h5n1/2015/07/international-medical-corps-nurse-dies-of-ebola-in-sierra-leone.html,1,BRITISH,GBR,,,2,1,2
2724,20150715,201507,071,http://crofsblogs.typepad.com/h5n1/2015/07/international-medical-corps-nurse-dies-of-ebola-in-sierra-leone.html,1,BRITISH,GBR,SIERRA LEONE,SLE,6,1,6
2725,20150715,201507,071,http://crofsblogs.typepad.com/h5n1/2015/07/international-medical-corps-nurse-dies-of-ebola-in-sierra-leone.html,1,BRITISH,GBR,HOSPITAL,,2,1,2
2726,20150728,201507,071,http://crofsblogs.typepad.com/h5n1/2015/07/south-korea-declares-de-facto-end-to-mers-outbreak.html,1,GOVERNMENT,,,,20,1,10
2727,20150716,201507,071,http://news.sciencemag.org/europe/2015/07/dutch-appeals-court-dodges-decision-hotly-debated-h5n1-papers,0,EUROPEAN,EUR,DUTCH,NLD,8,1,8
2728,20150727,201507,071,http://www.prensa.com/sociedad/Minsa-muertos-hospitalizados-influenza-AH1N1_0_4537796201.html,0,PUBLIC SECTOR,,,,10,1,10
2729,20150723,201507,080,http://chapelboro.com/news/state-news/nc-officials-expect-to-see-more-cases-of-canine-influenza/,1,,,UNITED STATES,USA,4,1,4
2730,20150703,201507,080,http://crofsblogs.typepad.com/h5n1/2015/07/too-many-unknowns-stymie-response-to-mers.html,1,,,WORKER,,5,1,5
2731,20150703,201507,080,http://crofsblogs.typepad.com/h5n1/2015/07/too-many-unknowns-stymie-response-to-mers.html,0,,,WORKER,,5,1,5
2732,20150722,201507,080,http://dailyjournalonline.com/democrat-news/news/poultry-industry-hit-hard-by-avian-influenza/article_260b10c4-4d9e-521e-8bc7-515abf08bfe4.html,1,TURKEY,TUR,,,10,1,10
2733,20150714,201507,080,http://diario.mx/Internacional/2015-07-13_88658340/producira-mexico-vacuna-contra-la-influenza-en-2018/,1,MEXICO,MEX,,,10,1,10
2734,20150709,201507,084,http://crofsblogs.typepad.com/h5n1/2015/07/msf-in-russia-new-tb-drug-regimen-helps-patients-with-extensive-resistance-to-treatment.html,0,MINIST OF HEALTH,,,,20,1,10
2735,20150703,201507,084,http://www.chathamdailynews.ca/2015/07/02/avian-influenza-quarantines-on-more-than-50-poultry-farms-wont-be-lifted-for-a-few-more-weeks,0,COMMANDER,,CANADA,CAN,2,1,2
2736,20150703,201507,084,http://www.chathamdailynews.ca/2015/07/02/avian-influenza-quarantines-on-more-than-50-poultry-farms-wont-be-lifted-for-a-few-more-weeks,0,CANADA,CAN,,,1,1,1
2737,20150703,201507,084,http://www.chathamdailynews.ca/2015/07/02/avian-influenza-quarantines-on-more-than-50-poultry-farms-wont-be-lifted-for-a-few-more-weeks,0,COMMANDER,,,,3,1,3
2738,20150703,201507,084,http://www.metro.pr/locales/bajan-los-casos-de-influenza-y-chikungunya/pGXogc!caad6m2E8NyyE/,1,DOCTOR,,,,10,1,10
2739,20150714,201507,084,http://www.nzdoctor.co.nz/un-doctored/2015/july-2015/15/An-extra-month-to-get-free-influenza-vaccines.aspx,1,JONATHAN COLEMAN,NZL,MEDIA,,10,1,10
2740,20150713,201507,084,http://www.swiftcountymonitor.com/articles/2015/07/13/three-county-turkey-farms-cleared-avian-influenza-quarantine-status,1,TURKEY,TUR,,,10,1,10
2741,20150702,201507,084,http://www.woodstocksentinelreview.com/2015/07/02/avian-influenza-quarantines-on-more-than-50-poultry-farms-wont-be-lifted-for-a-few-more-weeks,0,COMMANDER,,CANADA,CAN,2,1,2
2742,20150702,201507,084,http://www.woodstocksentinelreview.com/2015/07/02/avian-influenza-quarantines-on-more-than-50-poultry-farms-wont-be-lifted-for-a-few-more-weeks,0,COMMANDER,,,,3,1,3
2743,20150702,201507,084,http://www.woodstocksentinelreview.com/2015/07/02/avian-influenza-quarantines-on-more-than-50-poultry-farms-wont-be-lifted-for-a-few-more-weeks,0,CANADA,CAN,,,1,1,1
2744,20150731,201507,0841,http://budapestreport.com/health-5/h5n1-south-korea-declares-de-facto-end-to-mers-140.html,1,GOVERNMENT OFFICIAL,,GOVERNMENT,,10,1,10
2745,20150712,201507,0841,http://crofsblogs.typepad.com/h5n1/2015/07/saudi-arabia-all-pilgrims-in-makkah-disease-free-says-moh.html,1,MINIST OF HEALTH,,PILGRIM,,10,1,5
2746,20150728,201507,0841,http://crofsblogs.typepad.com/h5n1/2015/07/south-korea-declares-de-facto-end-to-mers-outbreak.html,1,GOVERNMENT OFFICIAL,,GOVERNMENT,,10,1,5
2747,20150714,201507,0841,http://www.asianews.it/notizie-it/Modi-%E2%80%9Ccorteggia%E2%80%9D-i-leader-dell%E2%80%99Asia-centrale-per-controbilanciare-l%E2%80%99influenza-di-Russia-e-Cina-34768.html,0,,,PRISONER,,10,1,10
2748,20150714,201507,0841,http://www.asianews.it/notizie-it/Modi-%E2%80%9Ccorteggia%E2%80%9D-i-leader-dell%E2%80%99Asia-centrale-per-controbilanciare-l%E2%80%99influenza-di-Russia-e-Cina-34768.html,0,PRISONER,,,,10,1,10
2749,20150714,201507,0874,http://crofsblogs.typepad.com/h5n1/2015/07/ebola-in-sierra-leone-fear-denial-and-fatigue-fuelling-outbreak.html,1,TRADER,,,,10,1,10
2750,20150714,201507,0874,http://crofsblogs.typepad.com/h5n1/2015/07/ebola-in-sierra-leone-fear-denial-and-fatigue-fuelling-outbreak.html,0,TRADER,,,,10,1,10
2751,20150707,201507,0874,http://crofsblogs.typepad.com/h5n1/2015/07/the-dominican-republic-and-the-expulsion-of-haitians.html,0,HAITIAN,HTI,GOVERNMENT,,9,1,7
2752,20150707,201507,0874,http://crofsblogs.typepad.com/h5n1/2015/07/the-dominican-republic-and-the-expulsion-of-haitians.html,0,HAITIAN,HTI,GOVERNMENT,,5,1,5
2753,20150719,201507,090,http://crofsblogs.typepad.com/h5n1/2015/07/canada-ottawa-shunning-bc-lead-on-aids.html,0,CANADA,CAN,,,1,1,1
2754,20150719,201507,090,http://crofsblogs.typepad.com/h5n1/2015/07/canada-ottawa-shunning-bc-lead-on-aids.html,0,OTTAWA,CAN,,,5,1,3
2755,20150719,201507,090,http://crofsblogs.typepad.com/h5n1/2015/07/canada-ottawa-shunning-bc-lead-on-aids.html,0,CANADA,CAN,,,4,1,2
2756,20150716,201507,090,http://crofsblogs.typepad.com/h5n1/2015/07/ebola-survivor-likely-source-of-new-liberian-outbreak-who.html,1,WORKER,,,,6,1,5
2757,20150716,201507,090,http://crofsblogs.typepad.com/h5n1/2015/07/ebola-survivor-likely-source-of-new-liberian-outbreak-who.html,1,WORKER,,,,1,1,1
2758,20150716,201507,090,http://crofsblogs.typepad.com/h5n1/2015/07/ebola-survivor-likely-source-of-new-liberian-outbreak-who.html,0,WORKER,,,,1,1,1
2759,20150716,201507,090,http://crofsblogs.typepad.com/h5n1/2015/07/ebola-survivor-likely-source-of-new-liberian-outbreak-who.html,1,WORKER,,,,2,1,2
2760,20150703,201507,090,http://crofsblogs.typepad.com/h5n1/2015/07/finland-hot-weather-brings-higher-mortality-rates.html,1,FINNISH,FIN,,,20,1,10
2761,20150726,201507,090,http://crofsblogs.typepad.com/h5n1/2015/07/india-union-team-in-assam-to-examine-japanese-encephalitis-data.html,1,ASSAM,IND,JAPANESE,JPN,10,1,10
2762,20150726,201507,090,http://crofsblogs.typepad.com/h5n1/2015/07/india-union-team-in-assam-to-examine-japanese-encephalitis-data.html,1,ASSAM,IND,,,20,1,10
2763,20150702,201507,090,http://crofsblogs.typepad.com/h5n1/2015/07/north-korea-ramping-up-efforts-to-prevent-mers-outbreak.html,0,NORTH KOREA,PRK,CHINA,CHN,1,1,1
2764,20150702,201507,090,http://crofsblogs.typepad.com/h5n1/2015/07/north-korea-ramping-up-efforts-to-prevent-mers-outbreak.html,0,NORTH KOREA,PRK,CHINA,CHN,1,1,1
2765,20150702,201507,090,http://crofsblogs.typepad.com/h5n1/2015/07/north-korea-ramping-up-efforts-to-prevent-mers-outbreak.html,0,CHINA,CHN,,,1,1,1
2766,20150702,201507,090,http://crofsblogs.typepad.com/h5n1/2015/07/north-korea-ramping-up-efforts-to-prevent-mers-outbreak.html,0,NORTH KOREA,PRK,CHINA,CHN,2,1,2
2767,20150710,201507,090,http://crofsblogs.typepad.com/h5n1/2015/07/philippines-finnish-mers-case-has-recovered.html,0,HEALTH DEPARTMENT,,,,40,1,10
2768,20150717,201507,090,http://crofsblogs.typepad.com/h5n1/2015/07/south-korean-spy-agency-tried-to-use-us-website-to-implant-spyware-during-mers-outbreak.html,1,SOUTH KOREAN,KOR,WEBSITE,,8,1,8
2769,20150717,201507,090,http://crofsblogs.typepad.com/h5n1/2015/07/south-korean-spy-agency-tried-to-use-us-website-to-implant-spyware-during-mers-outbreak.html,1,SOUTH KOREAN,KOR,WEBSITE,,2,1,2
2770,20150712,201507,090,http://dailypost.ng/2015/07/12/nigeria-destroyed-1-4-million-birds-to-curtail-influenza-nvri-boss/,0,GOVERNMENT,,,,6,1,6
2771,20150712,201507,090,http://dailypost.ng/2015/07/12/nigeria-destroyed-1-4-million-birds-to-curtail-influenza-nvri-boss/,0,NIGERIA,NGA,GOVERNMENT,,4,1,4
2772,20150714,201507,090,http://www.asianews.it/notizie-it/Modi-%E2%80%9Ccorteggia%E2%80%9D-i-leader-dell%E2%80%99Asia-centrale-per-controbilanciare-l%E2%80%99influenza-di-Russia-e-Cina-34768.html,0,PRESIDENT,,INDUSTRY,,4,1,4
2773,20150714,201507,090,http://www.asianews.it/notizie-it/Modi-%E2%80%9Ccorteggia%E2%80%9D-i-leader-dell%E2%80%99Asia-centrale-per-controbilanciare-l%E2%80%99influenza-di-Russia-e-Cina-34768.html,0,PRESIDENT,,INDUSTRY,,4,1,4
2774,20150714,201507,090,http://www.asianews.it/notizie-it/Modi-%E2%80%9Ccorteggia%E2%80%9D-i-leader-dell%E2%80%99Asia-centrale-per-controbilanciare-l%E2%80%99influenza-di-Russia-e-Cina-34768.html,0,TURKMENISTAN,TKM,INDUSTRY,,2,1,2
2775,20150719,201507,100,http://crofsblogs.typepad.com/h5n1/2015/07/canada-ottawa-shunning-bc-lead-on-aids.html,0,,,OTTAWA,CAN,1,1,1
2776,20150707,201507,100,http://crofsblogs.typepad.com/h5n1/2015/07/who-statement-on-the-6th-meeting-of-the-ihr-emergency-committee-regarding-the-ebola-outbreak-in-west-africa.html,0,,,COMMUNITY,,10,1,5
2777,20150720,201507,110,http://crofsblogs.typepad.com/h5n1/2015/07/after-mers-south-korea-to-beef-up-health-expertise.html,1,HOSPITAL,,,,20,1,10
2778,20150721,201507,110,http://crofsblogs.typepad.com/h5n1/2015/07/ebola-needed-better-coordinated-canadian-response.html,1,,,CANADA,CAN,2,1,2
2779,20150711,201507,110,http://crofsblogs.typepad.com/h5n1/2015/07/migrant-arrivals-in-europe-top-150000-in-2015-and-half-are-in-greece.html,1,ITALY,ITA,,,10,1,5
2780,20150716,201507,111,http://www.businessinsider.com/avian-influenza-affects-fast-food-industry-2015-7,0,COMPANY,,,,10,1,10
2781,20150720,201507,112,http://crofsblogs.typepad.com/h5n1/2015/07/after-mers-south-korea-to-beef-up-health-expertise.html,1,MINISTRY,,,,10,1,5
2782,20150704,201507,112,http://crofsblogs.typepad.com/h5n1/2015/07/south-korea-another-doctor-at-samsungs-hospital-contracts-mers-total-now-185.html,1,HOSPITAL,,CONGLOMERATE,,20,1,10
