rn,SQLDATE,MonthYear,EventCode,SOURCEURL,IsRootEvent,Actor1Name,Actor1CountryCode,Actor2Name,Actor2CountryCode,NumMentions,NumSources,NumArticles
16194,20181029,201810,051,https://www.penzcentrum.hu/karrier/itt-az-igazsag-tenyleg-megfertozheti-az-influenza-elleni-vedooltas-a-gyereket.1071536.html,1,DOCTOR,,,,10,1,10
16195,20181013,201810,051,https://www.stuff.co.nz/national/health/107298823/New-Zealands-worst-disease-disaster-100-years-since-the-1918-influenza-pandemic,0,AUSTRALIA,AUS,,,7,1,7
16196,20181017,201810,051,https://www.wlwt.com/article/health-officials-urge-getting-flu-shots-after-80000-died-of-influenza-last-season/23871002,1,DOCTOR,,,,10,1,10
16197,20181028,201810,057,http://www.pressreleasepoint.com/signing-memorandum-clinical-development-anti-influenza-virus-drug-china,1,CORPORATION,,ZHEJIANG,CHN,10,1,10
16198,20181028,201810,057,http://www.pressreleasepoint.com/signing-memorandum-clinical-development-anti-influenza-virus-drug-china,1,ZHEJIANG,CHN,CORPORATION,,10,1,10
16199,20181009,201810,057,http://www.sanremonews.it/2018/10/09/leggi-notizia/argomenti/altre-notizie/articolo/influenza-20182019-in-francia-e-iniziata-la-campagna-di-vaccinazione-in-liguria-via-il-4-novembr.html,1,DOCTOR,,,,10,1,10
16200,20181009,201810,057,http://www.sanremonews.it/2018/10/09/leggi-notizia/argomenti/altre-notizie/articolo/influenza-20182019-in-francia-e-iniziata-la-campagna-di-vaccinazione-in-liguria-via-il-4-novembr.html,1,,,DOCTOR,,10,1,10
16201,20181009,201810,057,http://www.savonanews.it/2018/10/09/leggi-notizia/argomenti/sanita/articolo/influenza-20182019-in-francia-e-iniziata-la-campagna-di-vaccinazione-in-liguria-via-il-5-novembr.html,1,DOCTOR,,,,10,1,10
16202,20181009,201810,057,http://www.savonanews.it/2018/10/09/leggi-notizia/argomenti/sanita/articolo/influenza-20182019-in-francia-e-iniziata-la-campagna-di-vaccinazione-in-liguria-via-il-5-novembr.html,1,,,DOCTOR,,10,1,10
16203,20181010,201810,057,http://www.savonanews.it/it/2018/10/09/leggi-notizia/argomenti/sanita/articolo/influenza-20182019-in-francia-e-iniziata-la-campagna-di-vaccinazione-in-liguria-via-il-5-novembr.html,1,DOCTOR,,,,10,1,10
16204,20181010,201810,057,http://www.savonanews.it/it/2018/10/09/leggi-notizia/argomenti/sanita/articolo/influenza-20182019-in-francia-e-iniziata-la-campagna-di-vaccinazione-in-liguria-via-il-5-novembr.html,1,,,DOCTOR,,10,1,10
16205,20181016,201810,057,https://www.vivienna.it/2018/10/16/asp-enna-al-via-la-campagna-antinfluenzale-2018-2019/,1,DOCTOR,,,,20,1,20
16206,20181016,201810,057,https://www.vivienna.it/2018/10/16/asp-enna-al-via-la-campagna-antinfluenzale-2018-2019/,1,,,DOCTOR,,20,1,20
16207,20181025,201810,060,http://www.smtvsanmarino.sm/attualita/2018/10/25/piu-vaccini-titano-lanciata-campagna-vaccinazione-antinfluenzale,0,DOCTOR,,,,10,1,10
16208,20181008,201810,060,http://www.swissinfo.ch/ita/pandemia_quando-l-influenza-spagnola-colp%C3%AC-la-svizzera/44442410,1,,,SWISS,CHE,10,1,10
16209,20181022,201810,060,https://www.globalmeatnews.com/Article/2018/10/22/Avian-influenza-hits-Russian-broiler,1,RUSSIA,RUS,,,4,1,4
16210,20181030,201810,060,https://www.ilgiorno.it/cronaca/vaccino-anitinfluenzale-1.4268658,1,DOCTOR,,,,10,1,10
16211,20181017,201810,061,https://thechronicleindia.com/global-influenza-diagnostics-market-revenue-and-growth-rate-2018-2025/,1,,,COMPANIES,,10,1,10
16212,20181008,201810,070,http://www.swissinfo.ch/ita/pandemia_quando-l-influenza-spagnola-colp%C3%AC-la-svizzera/44442410,0,AUTHORITIES,,,,10,1,10
16213,20181008,201810,070,http://www.swissinfo.ch/ita/pandemia_quando-l-influenza-spagnola-colp%C3%AC-la-svizzera/44442410,1,POPULATION,,,,10,1,10
16214,20181011,201810,070,https://www.zazoom.it/2018-10-11/influenza-quando-inizia-campagna-di-vaccinazione-ultime-notizie-da-meta-ottobre-a-fine-dicembre/4760657/,1,POPULATION,,,,10,1,10
16215,20181025,201810,071,https://folketidende.dk/Indland/Gravide-og-syge-tilbydes-supervaccine-mod-influenza/artikel/488964,1,DANISH,DNK,,,10,1,10
16216,20181025,201810,071,https://www.aerztezeitung.de/medizin/krankheiten/infektionskrankheiten/influenza_grippe/article/974687/rki-spahn-plaedoyer-grippe-schutz.html,1,PHYSICIAN,,,,10,1,10
16217,20181024,201810,071,https://www.minnpost.com/glean/2018/10/avian-influenza-discovered-in-kandiyohi-county-turkey-flock/,1,MINNEAPOLIS,USA,,,6,1,6
16218,20181024,201810,071,https://www.minnpost.com/glean/2018/10/avian-influenza-discovered-in-kandiyohi-county-turkey-flock/,1,MINNEAPOLIS,USA,,,1,1,1
16219,20181030,201810,073,https://www.feedstuffs.com/nutrition-health/influenza-d-grant-study-how-virus-infects-cells,1,UNITED STATES,USA,,,2,1,2
16220,20181029,201810,073,https://www.nationalhogfarmer.com/animal-health/influenza-d-grant-study-how-virus-infects-cells,1,UNITED STATES,USA,,,2,1,2
16221,20181019,201810,080,http://lifestyle.harianjogja.com/read/2018/10/19/508/946919/ilmuwan-ingatkan-pandemi-influenza-yang-berbahaya-,1,POPULATION,,,,10,1,10
16222,20181009,201810,080,http://www.sanremonews.it/2018/10/09/leggi-notizia/argomenti/altre-notizie/articolo/influenza-20182019-in-francia-e-iniziata-la-campagna-di-vaccinazione-in-liguria-via-il-4-novembr.html,1,FRENCH,FRA,,,10,1,10
16223,20181009,201810,080,http://www.savonanews.it/2018/10/09/leggi-notizia/argomenti/sanita/articolo/influenza-20182019-in-francia-e-iniziata-la-campagna-di-vaccinazione-in-liguria-via-il-5-novembr.html,1,FRENCH,FRA,,,10,1,10
16224,20181010,201810,080,http://www.savonanews.it/it/2018/10/09/leggi-notizia/argomenti/sanita/articolo/influenza-20182019-in-francia-e-iniziata-la-campagna-di-vaccinazione-in-liguria-via-il-5-novembr.html,1,FRENCH,FRA,,,10,1,10
16225,20181018,201810,080,https://gaya.tempo.co/read/1137615/sering-diremehkan-efek-influenza-lebih-parah-dari-korban-perang,1,POPULATION,,,,10,1,10
16226,20181017,201810,080,https://www.antaranews.com/berita/759287/ilmuwan-dunia-hadapi-bahaya-pandemi-influenza,1,POPULATION,,,,10,1,10
16227,20181005,201810,080,https://www.greatfallstribune.com/story/life/my-montana/2018/10/05/montana-album-spanish-influenza-epidemic-proclaimed-great-falls/38048841/,0,SCHOOL,,SCHOOL,,3,1,3
16228,20181005,201810,080,https://www.greatfallstribune.com/story/life/my-montana/2018/10/05/montana-album-spanish-influenza-epidemic-proclaimed-great-falls/38048841/,0,SCHOOL,,SCHOOL,,2,1,2
16229,20181005,201810,080,https://www.greatfallstribune.com/story/life/my-montana/2018/10/05/montana-album-spanish-influenza-epidemic-proclaimed-great-falls/38048841/,0,SCHOOL,,SCHOOL,,5,1,5
16230,20181006,201810,080,https://www.greatfallstribune.com/story/life/my-montana/2018/10/06/montana-album-spanish-influenza-epidemic-proclaimed-great-falls/38048841/,0,SCHOOL,,SCHOOL,,2,1,2
16231,20181006,201810,080,https://www.greatfallstribune.com/story/life/my-montana/2018/10/06/montana-album-spanish-influenza-epidemic-proclaimed-great-falls/38048841/,0,SCHOOL,,SCHOOL,,5,1,5
16232,20181006,201810,080,https://www.greatfallstribune.com/story/life/my-montana/2018/10/06/montana-album-spanish-influenza-epidemic-proclaimed-great-falls/38048841/,0,SCHOOL,,SCHOOL,,3,1,3
16233,20181023,201810,090,http://outbreaknewstoday.com/rheumatoid-arthritis-high-dose-influenza-vaccination-improves-immune-responses-against-flu-94266/,1,MONTREAL,CAN,,,10,1,10
16234,20181011,201810,090,http://www.eldeber.com.bo/bbc/3-lecciones-que-dejo-el-peor-brote-de-influenza-de-la-historia-20181011-13421.html,1,MELBOURNE,AUS,AUSTRALIA,AUS,6,1,6
16235,20181011,201810,090,http://www.eldeber.com.bo/bbc/3-lecciones-que-dejo-el-peor-brote-de-influenza-de-la-historia-20181011-13421.html,1,MELBOURNE,AUS,AUSTRALIA,AUS,4,1,4
16236,20181008,201810,090,http://www.swissinfo.ch/ita/pandemia_quando-l-influenza-spagnola-colp%C3%AC-la-svizzera/44442410,1,SWISS,CHE,,,10,1,10
16237,20181011,201810,090,http://www.who.int/features/qa/influenza-preparedness/en/,1,AFRICA,AFR,,,10,1,10
16238,20181013,201810,090,https://acento.com.do/2018/bbcmundo/8614507-3-lecciones-que-dejo-el-peor-brote-de-influenza-de-la-historia-la-pandemia-de-gripe-espanola-de-hace-100-anos/,1,MELBOURNE,AUS,AUSTRALIA,AUS,4,1,4
16239,20181013,201810,090,https://acento.com.do/2018/bbcmundo/8614507-3-lecciones-que-dejo-el-peor-brote-de-influenza-de-la-historia-la-pandemia-de-gripe-espanola-de-hace-100-anos/,1,MELBOURNE,AUS,AUSTRALIA,AUS,6,1,6
16240,20181029,201810,090,https://crofsblogs.typepad.com/h5n1/2018/10/outbreaks-and-rumours-of-outbreaks.html,1,BRAZILIAN,BRA,WORKER,,2,1,2
16241,20181029,201810,090,https://crofsblogs.typepad.com/h5n1/2018/10/outbreaks-and-rumours-of-outbreaks.html,1,SUDAN,SDN,WEBSITE,,10,1,10
16242,20181012,201810,090,https://laopinion.com/2018/10/11/3-lecciones-que-dejo-el-peor-brote-de-influenza-de-la-historia-la-pandemia-de-gripe-espanola-de-hace-100-anos/,1,MELBOURNE,AUS,AUSTRALIA,AUS,6,1,6
16243,20181012,201810,090,https://laopinion.com/2018/10/11/3-lecciones-que-dejo-el-peor-brote-de-influenza-de-la-historia-la-pandemia-de-gripe-espanola-de-hace-100-anos/,1,MELBOURNE,AUS,AUSTRALIA,AUS,4,1,4
16244,20181018,201810,090,https://medicalxpress.com/news/2018-10-dna-vaccine-broad-influenza-a-h3n2.html,1,INOVIO PHARMACEUTICALS,USA,UNITED STATES,USA,4,1,4
16245,20181018,201810,090,https://medicalxpress.com/news/2018-10-dna-vaccine-broad-influenza-a-h3n2.html,1,UNITED STATES,USA,,,2,1,2
16246,20181018,201810,090,https://medicalxpress.com/news/2018-10-dna-vaccine-broad-influenza-a-h3n2.html,1,INOVIO PHARMACEUTICALS,USA,,,4,1,4
16247,20181024,201810,090,https://www.minnpost.com/glean/2018/10/avian-influenza-discovered-in-kandiyohi-county-turkey-flock/,1,MINNEAPOLIS,USA,,,8,1,8
16248,20181006,201810,100,https://pagina24.com.mx/2018/10/06/local/issea-inicia-campana-de-vacunacion-contra-la-influenza-en-personal-medico/,1,BURUNDI,BDI,POPULATION,,4,1,4
16249,20181009,201810,100,https://www.dailyrecordnews.com/scrapbook/looking-back-spanish-influenza-tv-schedule-trans-am-enthusiast/article_e8ab37ee-cb29-5075-9bf7-2426d2ffc010.html,0,PRESIDENT,,CIVILIAN,,10,1,10
16250,20181024,201810,100,https://www.dr.dk/nyheder/regionale/trekanten/kun-101000-doser-af-ny-influenzavaccine-laeger-tvinges-til-vaelge-mellem,1,DOCTOR,,,,10,1,10
16251,20181015,201810,100,https://www.nyoooz.com/news/coimbatore/1236060/a-h1n1-influenza-not-a-cause-for-alarm-in-tamil-nadu/,1,TAMIL NADU,IND,HINDU,,10,1,10
16252,20181029,201810,110,http://notiziaoggi.it/attualita/vaccino-anti-influenzale-al-via-il-13-la-distribuzione/,1,,,PIEDMONT,ITA,10,1,10
16253,20181019,201810,110,https://notizie.tiscali.it/scienza/articoli/geni-influenzano-scelta-andare-universita/,1,UNIVERSITY,,,,10,1,10
16254,20181020,201810,110,https://www.forbes.com/sites/kionasmith/2018/10/19/a-century-after-1918-influenza-pandemic-we-have-work-to-do/,0,SCIENTIST,,,,10,1,10
16255,20181005,201810,110,https://www.greatfallstribune.com/story/life/my-montana/2018/10/05/montana-album-spanish-influenza-epidemic-proclaimed-great-falls/38048841/,0,PRESIDENT,,GERMAN,DEU,3,1,3
16256,20181005,201810,110,https://www.greatfallstribune.com/story/life/my-montana/2018/10/05/montana-album-spanish-influenza-epidemic-proclaimed-great-falls/38048841/,0,PRESIDENT,,GERMAN,DEU,1,1,1
16257,20181005,201810,110,https://www.greatfallstribune.com/story/life/my-montana/2018/10/05/montana-album-spanish-influenza-epidemic-proclaimed-great-falls/38048841/,0,PRESIDENT,,GERMAN,DEU,1,1,1
16258,20181006,201810,110,https://www.greatfallstribune.com/story/life/my-montana/2018/10/06/montana-album-spanish-influenza-epidemic-proclaimed-great-falls/38048841/,0,PRESIDENT,,GERMAN,DEU,1,1,1
16259,20181006,201810,110,https://www.greatfallstribune.com/story/life/my-montana/2018/10/06/montana-album-spanish-influenza-epidemic-proclaimed-great-falls/38048841/,0,PRESIDENT,,GERMAN,DEU,1,1,1
16260,20181006,201810,110,https://www.greatfallstribune.com/story/life/my-montana/2018/10/06/montana-album-spanish-influenza-epidemic-proclaimed-great-falls/38048841/,0,PRESIDENT,,GERMAN,DEU,3,1,3
16261,20181018,201810,110,https://www.newsrimini.it/2018/10/arriva-il-vaccino-contro-linfluenza-lo-scorso-anno-in-regione-48-decessi/,1,,,UPRISING,,10,1,10
16262,20181025,201810,111,http://novedadesdetabasco.com.mx/2018/10/25/inicia-vacunacion-contra-la-influenza/,1,SECRETARIAT,,TABASCO,MEX,10,1,10
16263,20181001,201810,111,https://www.marketwatch.com/press-release/gc-pharma-receives-koreas-mfds-approval-of-gcflu-quadrivalent-influenza-vaccine-for-persons-6-months-and-older-2018-10-01,1,CORPORATION,,,,10,1,10
16264,20181006,201810,111,https://www.theguardian.pe.ca/community/fighting-deadly-influenza-sickness-was-claiming-victims-of-its-own-here-at-home-247853/,1,UNITED STATES,USA,SPANISH,ESP,3,1,3
16265,20181011,201810,111,https://www.tribuna.com.mx/hermosillo/Inicia-campana-de-vacunacion-contra-la-influenza-en-Hermosillo-20181011-0039.html,1,HERMOSILLO,MEX,,,10,1,10
16266,20181031,201810,120,http://www.ilgiornale.it/news/politica/merkel-calma-acque-anche-se-mi-ritiro-mia-influenza-rimane-1595123.html,1,CHANCELLOR,,,,10,1,10
16267,20181001,201810,120,https://dailyindustryreports.com/influenza-vaccine-market-is-expected-to-witness-a-steady-growth-by-2025/350601/,0,UNITED STATES,USA,SOUTHEAST ASIA,SEA,2,1,2
16268,20181001,201810,120,https://dailyindustryreports.com/influenza-vaccine-market-is-expected-to-witness-a-steady-growth-by-2025/350601/,0,NORTH AMERICA,NMR,SOUTHEAST ASIA,SEA,1,1,1
16269,20181024,201810,120,https://www.dr.dk/nyheder/regionale/trekanten/kun-101000-doser-af-ny-influenzavaccine-laeger-tvinges-til-vaelge-mellem,1,MINIST,,,,10,1,10
16270,20181017,201810,130,http://crofsblogs.typepad.com/h5n1/2018/10/life-expectancy-is-rising-in-finland-unlike-in-the-uk-whats-going-right.html,1,,,UNITED KINGDOM,GBR,10,1,10
16271,20181017,201810,130,https://elmercurio.com.mx/internacional/muere-nino-victima-de-influenza-b-en-florida,1,AUTHORITIES,,,,10,1,10
16272,20181005,201810,141,https://www.newsletter.co.uk/lifestyle/nostalgia/worldwide-influenza-pandemic-shrouded-ireland-with-post-war-sickness-and-death-1-8658238,1,RED CROSS,,WASHINGTON,USA,2,1,2
16273,20181005,201810,172,http://crofsblogs.typepad.com/h5n1/2018/10/who-cholera-niger.html,1,NIGER,NER,BENIN,BEN,2,1,2
16274,20181005,201810,172,http://crofsblogs.typepad.com/h5n1/2018/10/who-cholera-niger.html,1,NIGER,NER,BENIN,BEN,6,1,6
16275,20181005,201810,172,http://crofsblogs.typepad.com/h5n1/2018/10/who-cholera-niger.html,1,NIGERIA,NGA,BENIN,BEN,2,1,2
16276,20181003,201810,172,https://news.uga.edu/fighting-the-flu-100-years-of-influenza-vaccine-development/,0,ATLANTA,USA,,,4,1,4
16277,20181003,201810,172,https://news.uga.edu/fighting-the-flu-100-years-of-influenza-vaccine-development/,0,UNITED STATES,USA,,,2,1,2
16278,20181003,201810,172,https://www.sedaliademocrat.com/opinion/spanish-influenza-strikes-sedalia/article_bf39237a-c6d6-11e8-af6f-936cce3cd5c3.html,0,MAYOR,,,,5,1,5
16279,20181013,201810,172,https://www.stuff.co.nz/national/health/107298823/New-Zealands-worst-disease-disaster-100-years-since-the-1918-influenza-pandemic,0,SCHOOL,,,,10,1,10
16280,20181007,201810,172,https://www.thetimes-tribune.com/news/100-years-ago-city-health-officials-halt-sale-of-beer-and-alcohol-to-curb-influenza-1.2394690,1,SCHOOL,,,,5,1,5
16281,20181019,201810,1721,http://www.elhorizonte.mx/local/advierten-de-posible-brote-de-influenza-para-principios-de-2019/2333336,1,SCHOOL,,,,10,1,10
16282,20181022,201810,1721,https://www.24horas.cl/noticiasbbc/gripe-espanola-gripe-porcina-influenza-h1n1-de-donde-vienen-los-nombres-de-las-enfermedades-2842802,0,SPANIARD,ESP,,,6,1,6
16283,20181022,201810,1721,https://www.24horas.cl/noticiasbbc/gripe-espanola-gripe-porcina-influenza-h1n1-de-donde-vienen-los-nombres-de-las-enfermedades-2842802,0,SPANIARD,ESP,,,2,1,2
16284,20181022,201810,1721,https://www.24horas.cl/noticiasbbc/gripe-espanola-gripe-porcina-influenza-h1n1-de-donde-vienen-los-nombres-de-las-enfermedades-2842802,0,SPANIARD,ESP,,,2,1,2
16285,20181021,201810,1721,https://www.elobservador.com.uy/nota/gripe-espanola-gripe-porcina-influenza-h1n1-de-donde-vienen-los-nombres-de-las-enfermedades--201810216402,0,SPANIARD,ESP,,,6,1,6
16286,20181021,201810,1721,https://www.elobservador.com.uy/nota/gripe-espanola-gripe-porcina-influenza-h1n1-de-donde-vienen-los-nombres-de-las-enfermedades--201810216402,0,SPANIARD,ESP,,,2,1,2
16287,20181021,201810,1721,https://www.elobservador.com.uy/nota/gripe-espanola-gripe-porcina-influenza-h1n1-de-donde-vienen-los-nombres-de-las-enfermedades--201810216402,0,SPANIARD,ESP,,,2,1,2
16288,20181013,201810,1721,https://www.summitdaily.com/news/twih-precautions-being-taken-against-influenza/,1,STUDENT,,,,10,1,10
16289,20181030,201810,173,https://marketjournal24.com/research-deliver-insight-into-influenza-vaccine-market/,1,POPULATION,,,,10,1,10
16290,20181004,201810,190,http://www.galesburg.com/news/20181004/influenza-pandemic-overtakes-war-news,0,FRANCE,FRA,UNITED STATES,USA,4,1,4
16291,20181004,201810,190,http://www.galesburg.com/news/20181004/influenza-pandemic-overtakes-war-news,0,FRANCE,FRA,UNITED STATES,USA,1,1,1
16292,20181004,201810,190,http://www.galesburg.com/news/20181004/influenza-pandemic-overtakes-war-news,0,FRANCE,FRA,UNITED STATES,USA,1,1,1
16293,20181022,201810,190,http://www.sj-r.com/news/20181021/sangamon-county-history-remembering-springfield-influenza-epidemic-of-1918,1,,,ILLINOIS,USA,5,1,5
16294,20181030,201810,190,https://marketjournal24.com/research-deliver-insight-into-influenza-vaccine-market/,1,UNITED KINGDOM,GBR,GERMANY,DEU,10,1,10
16295,20181030,201810,190,https://marketjournal24.com/research-deliver-insight-into-influenza-vaccine-market/,1,GERMANY,DEU,UNITED KINGDOM,GBR,2,1,2
16296,20181030,201810,190,https://marketjournal24.com/research-deliver-insight-into-influenza-vaccine-market/,1,GERMANY,DEU,UNITED KINGDOM,GBR,8,1,8
16297,20181019,201810,190,https://www.finanznachrichten.de/nachrichten-2018-10/45054242-seqirus-cell-based-influenza-vaccine-nears-european-approval-008.htm,0,NORTH CAROLINA,USA,THE US,USA,5,1,5
16298,20181019,201810,190,https://www.finanznachrichten.de/nachrichten-2018-10/45054242-seqirus-cell-based-influenza-vaccine-nears-european-approval-008.htm,0,NORTH CAROLINA,USA,THE US,USA,5,1,5
16299,20181015,201810,190,https://www.irishtimes.com/life-and-style/health-family/era-of-danger-of-a-catastrophic-influenza-pandemic-far-from-over-1.3649125,1,POPULATION,,,,3,1,3
16300,20181015,201810,190,https://www.irishtimes.com/life-and-style/health-family/era-of-danger-of-a-catastrophic-influenza-pandemic-far-from-over-1.3649125,1,POPULATION,,,,7,1,7
16301,20181001,201810,190,https://www.ktvb.com/article/news/nation-now/100-years-ago-influenza-killed-as-many-as-50-million-people-could-it-happen-again-today/465-a180eabd-6f75-484b-9ca1-b948e66bf85d,1,AMERICAN TROOPS,USA,,,3,3,3
16302,20181001,201810,190,https://www.ktvb.com/article/news/nation-now/100-years-ago-influenza-killed-as-many-as-50-million-people-could-it-happen-again-today/465-a180eabd-6f75-484b-9ca1-b948e66bf85d,1,UNITED STATES,USA,,,12,3,12
16303,20181001,201810,190,https://www.ktvb.com/article/news/nation-now/100-years-ago-influenza-killed-as-many-as-50-million-people-could-it-happen-again-today/465-a180eabd-6f75-484b-9ca1-b948e66bf85d,1,UNITED STATES,USA,,,12,3,12
16304,20181001,201810,190,https://www.ktvb.com/article/news/nation-now/100-years-ago-influenza-killed-as-many-as-50-million-people-could-it-happen-again-today/465-a180eabd-6f75-484b-9ca1-b948e66bf85d,1,,,AMERICAN TROOPS,USA,3,3,3
16305,20181001,201810,190,https://www.ktvb.com/article/news/nation-now/100-years-ago-influenza-killed-as-many-as-50-million-people-could-it-happen-again-today/465-a180eabd-6f75-484b-9ca1-b948e66bf85d,1,,,UNITED STATES,USA,24,3,24
16306,20181019,201810,190,https://www.perssupport.nl/persbericht/191018111/seqirus-cell-based-influenza-vaccine-nears-european-approval,0,NORTH CAROLINA,USA,THE US,USA,5,1,5
16307,20181003,201810,190,https://www.sedaliademocrat.com/opinion/spanish-influenza-strikes-sedalia/article_bf39237a-c6d6-11e8-af6f-936cce3cd5c3.html,1,NEWSPAPER,,,,10,1,10
16308,20181003,201810,190,https://www.sedaliademocrat.com/opinion/spanish-influenza-strikes-sedalia/article_bf39237a-c6d6-11e8-af6f-936cce3cd5c3.html,1,,,NEWSPAPER,,10,1,10
16309,20181013,201810,190,https://www.stuff.co.nz/national/health/107298823/New-Zealands-worst-disease-disaster-100-years-since-the-1918-influenza-pandemic,0,,,NEW ZEALAND,NZL,2,1,2
16310,20181026,201810,190,https://www.thetimes-tribune.com/news/100-years-ago-influenza-case-in-scranton-at-4-480-1.2402672,1,HEALTH DEPARTMENT,,RESIDENTS,,10,1,10
16311,20181010,201810,193,http://pulsoslp.com.mx/2018/10/10/narro-llama-a-la-poblacion-a-vacunarse-contra-la-influenza/,1,ADMINISTRATION,,,,10,1,10
16312,20181022,201810,193,http://spectrumlocalnews.com/nys/binghamton/news/2018/10/21/canine-influenza,1,UNITED STATES,USA,,,4,1,4
16313,20181019,201810,193,http://www.promenad.hu/2018/10/19/megerkeztek-az-influenza-elleni-oltoanyagok-es-mukodik-a-figyeloszolgalat/,1,HOSPITAL,,,,10,1,10
16314,20181024,201810,193,https://www.birminghamstar.com/news/258169144/flu-hospitalized-900000-in-us-in-2017-18-influenza-season,0,FLORIDA,USA,,,30,6,30
16315,20181018,201810,193,https://www.cochraneeagle.com/article/respect-influenza-health-officer-says-20181018,1,ALBERTA,CAN,,,10,1,10
16316,20181009,201810,193,https://www.eluniversal.com.mx/nacion/sociedad/jose-narro-llama-la-poblacion-vacunarse-contra-la-influenza,1,ADMINISTRATION,,,,10,1,10
16317,20181020,201810,193,https://www.forbes.com/sites/kionasmith/2018/10/19/a-century-after-1918-influenza-pandemic-we-have-work-to-do/,0,POPULATION,,GOVERNMENT,,10,1,10
16318,20181003,201810,193,https://www.galioninquirer.com/news/34530/influenza-flu-clinic-season-has-arrived-in-galion,1,NURSE,,,,18,1,6
16319,20181003,201810,193,https://www.galioninquirer.com/news/34530/influenza-flu-clinic-season-has-arrived-in-galion,1,NURSE,,UNITED STATES,USA,6,1,2
16320,20181003,201810,193,https://www.galioninquirer.com/news/34530/influenza-flu-clinic-season-has-arrived-in-galion,1,UNITED STATES,USA,UNITED STATES,USA,6,1,2
16321,20181015,201810,193,https://www.greenbaypressgazette.com/story/news/2018/10/15/flu-season-brown-county-health-officials-say-get-shots-now-influenza/1618563002/,1,HEALTH OFFICIAL,,,,1,1,1
16322,20181015,201810,193,https://www.greenbaypressgazette.com/story/news/2018/10/15/flu-season-brown-county-health-officials-say-get-shots-now-influenza/1618563002/,1,UNITED STATES,USA,,,4,1,4
16323,20181015,201810,193,https://www.greenbaypressgazette.com/story/news/2018/10/15/flu-season-brown-county-health-officials-say-get-shots-now-influenza/1618563002/,1,AMERICAN,USA,,,3,1,3
16324,20181015,201810,193,https://www.greenbaypressgazette.com/story/news/2018/10/15/flu-season-brown-county-health-officials-say-get-shots-now-influenza/1618563002/,1,AMERICAN,USA,,,23,1,9
16325,20181001,201810,193,https://www.myhighplains.com/life-health/for-your-health/texas-influenza-awareness-day/1489961545,1,CAREGIVER,,,,4,1,4
16326,20181001,201810,193,https://www.myhighplains.com/life-health/for-your-health/texas-influenza-awareness-day/1489961545,1,CAREGIVER,,,,6,1,6
16327,20181017,201810,193,https://www.wlwt.com/article/health-officials-urge-getting-flu-shots-after-80000-died-of-influenza-last-season/23871002,1,HEALTH OFFICIAL,,,,10,1,10
16328,20181017,201810,193,https://www.wlwt.com/article/health-officials-urge-getting-flu-shots-after-80000-died-of-influenza-last-season/23871002,1,DOCTOR,,,,10,1,10
16329,20181017,201810,193,https://www.wlwt.com/article/health-officials-urge-getting-flu-shots-after-80000-died-of-influenza-last-season/23871002,1,CINCINNATI,USA,,,10,1,10
16330,20181103,201811,010,http://en.mercopress.com/2018/11/03/llama-antibodies-good-for-influenza-treatment-research-shows,1,SCIENTIST,,,,5,1,5
16331,20181102,201811,010,https://ici.radio-canada.ca/nouvelle/1133476/influenza-vaccin-haute-dose-65-ans-penurie-cout-efficacite,1,ONTARIO,CAN,,,10,1,10
16332,20181101,201811,010,https://www.cadillacnews.com/news/there-is-local-concern-regarding-canine-influenza/article_885ea9ac-8d89-543e-ab19-b9ff8c378bdf.html,1,MICHIGAN,USA,,,10,1,10
16333,20181104,201811,010,https://www.precisionvaccinations.com/thailand-travel-vaccinations-include-mmr-dtap-varicella-polio-and-influenza,1,THAILAND,THA,,,2,1,2
16334,20181103,201811,010,https://www.tvnz.co.nz/one-news/new-zealand/century-influenza-pandemic-killed-9-000-kiwis-we-ready-next-one.html,0,NEW ZEALAND,NZL,,,2,1,2
16335,20181101,201811,012,https://www.cadillacnews.com/news/there-is-local-concern-regarding-canine-influenza/article_885ea9ac-8d89-543e-ab19-b9ff8c378bdf.html,0,TEXAS,USA,,,4,1,4
16336,20181101,201811,012,https://www.cadillacnews.com/news/there-is-local-concern-regarding-canine-influenza/article_885ea9ac-8d89-543e-ab19-b9ff8c378bdf.html,1,DEPARTMENT OF AGRICULTURE,,COMMUNITY,,3,1,3
16337,20181101,201811,012,https://www.cadillacnews.com/news/there-is-local-concern-regarding-canine-influenza/article_885ea9ac-8d89-543e-ab19-b9ff8c378bdf.html,1,DEPARTMENT OF AGRICULTURE,,COMMUNITY,,2,1,2
16338,20181101,201811,012,https://www.cadillacnews.com/news/there-is-local-concern-regarding-canine-influenza/article_885ea9ac-8d89-543e-ab19-b9ff8c378bdf.html,0,UNITED STATES,USA,,,6,1,6
16339,20181103,201811,014,https://www.cadillacnews.com/news/today-in-history-influenza-conditions-much-better-in-cadillac/article_f8f3f533-7392-514e-bcc7-93d514169e33.html,1,VOTER,,MAYOR,,10,1,10
16340,20181101,201811,016,https://www.globalmeatnews.com/Article/2018/11/01/Human-case-of-avian-influenza-in-China,1,HOSPITAL,,,,10,1,10
16341,20181103,201811,017,https://www.commercial-news.com/opinion/letters_to_the_editor/my-turn-influenza-epidemic-devastated-families/article_b8cd3464-3fa7-5710-bb2f-43dbcb745f2d.html,1,SMALL TOWN,,,,10,1,10
