2015	01	1024
2015	02	27442
2015	03	76778
2015	04	100159
2015	05	95538
2015	06	130025
2015	07	120159
2015	08	90577
2015	09	88532
2015	10	78917
2015	11	75199
2015	12	66223
2016	01	69943
2016	02	79972
2016	03	91804
2016	04	110315
2016	05	177421
2016	06	346972
2016	07	158711
2016	08	100563
2016	09	379
2016	10	15
2016	11	363
2016	12	258
