SQLDATE
20060622
20150618
20080401
20180826
20150505
20140831
20141227
20180129
20080913
20170116
20060107
20060322
20080301
20070411
20080830
20070609
20071010
20160620
20060713
20160920
20140621
20060508
20070216
20060323
20080523
20161012
20170927
20171030
20060530
20060612
20060603
20150619
20160226
20151230
20170814
20060312
20070729
20070224
20080101
20180206
20160507
20060803
20180130
20180813
20160303
20160411
20150404
20150425
20140221
20170328
20080925
20061218
20070408
20060804
20170912
20171119
20150908
20160406
20150207
20140808
20060101
20160913
20070519
20061101
20060901
20070630
20080226
20080215
20060528
20160624
20060710
20180322
20180511
20180325
20180326
20170409
20180214
20080319
20160205
20150929
20160404
20150101
20060116
20180508
20180905
20161107
20060117
20160911
20070517
20180604
20070708
20071111
20080506
20060525
20160509
20160501
20150602
20160810
20180406
20160103
20151018
20151207
20150416
20160310
20161127
20060404
20080421
20080414
20150621
20181009
20180301
20170323
20180422
20180823
20140908
20150406
20140801
20141205
20140427
20150204
20140625
20180208
20080119
20060406
20070506
20080305
20180523
20161119
20151204
20151205
20151031
20080327
20060122
20161112
20080727
20161223
20070325
20061110
20080505
20060628
20160702
20150813
20150319
20140402
20140923
20070419
20171024
20170803
20080605
20061013
20081011
20070404
20061119
20060701
20150415
20141201
20140723
20161105
20081007
20171128
20080516
20080406
20180120
20141112
20140513
20140517
20070315
20170925
20060219
20181021
20170206
20080525
20180202
20070114
20061030
20060523
20160510
20150605
20060716
20180220
20180103
20180806
20060213
20060118
20180731
20071029
20070501
20160609
20060806
20060621
20180221
20170817
20151111
20150919
20150202
20140809
20060327
20171209
20170220
20070304
20180319
20080924
20081019
20170105
20180929
20160420
20060617
20160430
20151101
20140927
20141103
20080509
20070908
20070601
20070201
20150615
20060702
20080129
20170119
20151113
20150906
20141122
20140601
20140814
20140829
20060220
20070121
20170502
20070704
20060904
20060420
20060411
20060907
20080901
20060517
20171127
20071112
20160421
20160724
20150626
20171120
20170315
20150502
20151107
20150109
20061217
20060224
20080521
20060426
20070618
20160126
20140806
20141010
20180712
20170221
20161225
20181002
20061113
20160626
20171102
20140929
20151006
20151017
20150403
20150108
20141024
20181003
20081014
20060129
20170320
20180115
20160829
20080831
20060902
20080329
20080206
20070422
20070420
20070321
20080208
20071224
20160612
20150720
20160821
20171213
20180310
20150428
20140709
20150129
20140319
20140407
20140302
20140622
20141017
20180613
20181005
20180907
20181001
20161211
20180418
20080917
20070818
20071225
20080309
20150802
20150612
20060722
20180316
20180709
20160108
20160324
20151023
20140817
20140715
20141018
20140920
20140423
20150103
20141021
20080112
20070303
20060511
20071022
20080213
20080630
20080202
20061121
20160730
20171018
20151010
20160111
20151228
20150405
20151122
20150211
20180109
20180909
20060105
20081029
20061223
20180404
20070802
20071223
20160528
20160630
20080128
20080115
20180708
20160217
20160120
20160322
20140505
20141210
20060226
20060427
20180804
20170207
20070207
20170520
20060419
20080503
20180412
20150918
20150515
20150911
20151227
20140706
20140321
20140525
20140724
20181017
20080225
20080912
20060103
20070516
20170828
20180711
20060829
20080907
20060522
20060729
20060720
20070720
20170826
20150913
20151231
20160313
20080723
20160921
20070202
20171205
20061018
20080615
20060604
20060703
20150820
20170823
20170511
20160130
20140323
20140501
20060330
20161201
20161220
20060102
20081006
20170201
20161002
20180528
20071214
20071211
20080228
20160710
20160503
20180315
20170423
20160214
20151021
20140618
20140227
20150102
20180108
20070809
20180903
20080918
20070101
20070717
20060529
20071122
20160219
20150327
20071210
20080420
20080125
20071203
20060727
20140420
20140605
20170415
20181006
20170704
20150525
20150808
20171117
20080826
20150412
20140325
20140728
20140528
20140428
20180925
20170812
20070706
20061114
20060830
20070929
20070710
20171228
20080417
20150604
20170917
20180303
20080411
20151104
20150219
20160301
20150916
20140304
20141106
20170923
20170705
20161026
20180419
20170424
20070509
20071217
20070221
20061123
20060630
20170716
20080325
20141011
20170420
20080628
20060920
20160505
20081110
20170524
20160215
20150413
20150125
20150216
20150105
20180803
20180704
20070913
20170610
20080520
20070906
20171204
20180527
20070226
20161128
20061227
20060527
20160731
20060725
20060714
20080304
20170709
20180702
20150321
20150512
20140411
20140220
20180715
20060503
20081025
20180225
20181030
20170104
20061003
20071007
20070616
20070613
20070320
20080707
20160708
20180222
20180717
20150221
20141031
20140611
20170313
20171012
20170822
20170113
20070227
20061002
20161125
20161019
20071027
20081010
20060815
20180110
20170827
20180608
20150322
20150407
20141006
20140710
20170203
20180306
20170514
20170127
20070205
20060301
20061021
20170809
20080312
20070219
20071012
20080405
20080701
20080614
20061015
20060526
20180720
20080122
20170331
20080827
20140413
20080507
20060911
20170114
20080120
20170807
20170907
20060318
20070206
20180128
20171027
20171207
20080428
20160422
20160311
20160123
20160325
20150331
20160916
20070824
20161005
20061008
20060928
20170829
20161229
20081022
20060816
20060711
20181011
20080513
20160223
20150419
20150112
20140410
20060910
20170202
20070409
20070327
20070328
20060923
20180829
20171229
20080607
20150625
20150821
20170421
20171212
20170408
20150424
20151214
20141104
20141231
20080805
20060430
20060502
20171215
20180601
20071030
20080720
20160615
20150806
20180512
20150208
20151215
20140424
20060305
20060518
20180902
20060121
20080106
20071114
20071013
20080205
20061209
20160614
20151125
20140305
20141223
20170306
20070305
20180201
20060128
20170909
20170526
20160828
20161017
20061022
20180426
20080904
20080407
20160524
20160526
20180730
20180510
20160117
20141020
20080302
20160908
20060912
20180305
20070808
20070805
20170519
20070117
20061205
20171121
20070415
20180722
20080403
20180811
20150917
20140531
20140523
20080928
20181015
20171103
20170731
20170702
20170101
20070203
20070821
20070511
20160530
20150811
20060625
20161117
20180728
20141119
20140303
20180428
20070804
20160830
20070727
20171114
20061116
20080130
20080426
20160627
20140509
20140329
20180622
20170518
20060319
20061115
20170929
20171223
20080427
20060719
20150609
20160803
20150704
20170302
20170111
20080819
20160118
20160119
20151116
20141014
20150106
20180915
20070712
20060513
20170614
20061103
20060627
20150722
20180210
20170322
20151118
20150414
20161202
20180914
20170227
20170418
20170611
20060921
20080613
20071108
20070322
20150703
20070925
20080404
20160402
20151012
20150304
20140717
20150130
20170804
20160928
20060423
20070810
20070828
20171230
20070504
20160720
20170730
20180114
20160330
20140720
20180916
20070825
20180618
20071026
20071021
20160518
20150922
20151022
20140816
20140324
20180101
20180106
20060225
20161217
20180513
20150817
20150801
20160811
20180219
20180118
20170620
20151126
20141207
20180714
20070418
20161203
20070912
20180921
20060509
20170613
20080212
20160706
20060814
20150816
20140529
20150110
20141115
20160912
20060917
20070918
20060126
20080606
20080610
20070428
20160723
20160709
20160804
20150830
20150418
20151016
20141012
20141025
20080716
20070417
20080322
20170509
20170324
20080714
20061118
