RowNum,monthyear,sourceurl,nummentions,numsources,numarticles,eventcode,Actor1Name,Actor1CountryCode,Actor2Name,Actor2CountryCode
96001,201609,http://thepeninsulaqatar.com/news/asia/391016/malaysia-discovers-first-zika-in-pregnant-woman,10,1,10,010,SINGAPORE,SGP,,
96002,201601,http://thepeninsulaqatar.com/news/international/368137/u-s-most-concerned-about-pregnant-women-amid-zika-threat-white-house,2,1,2,012,UNITED STATES,USA,,
96003,201601,http://thepeninsulaqatar.com/news/international/368145/who-zika-virus-spreads-explosively-4-million-cases-forecast,2,1,2,043,,,CITIZEN,
96004,201601,http://thepeninsulaqatar.com/news/international/368145/who-zika-virus-spreads-explosively-4-million-cases-forecast,2,1,2,042,GREECE,GRC,CITIZEN,
96005,201601,http://thepeninsulaqatar.com/news/international/368145/who-zika-virus-spreads-explosively-4-million-cases-forecast,2,1,2,042,GREECE,GRC,CITIZEN,
96006,201601,http://thepeninsulaqatar.com/news/international/368145/who-zika-virus-spreads-explosively-4-million-cases-forecast,2,1,2,043,CITIZEN,,GREECE,GRC
96007,201601,http://thepeninsulaqatar.com/news/international/368145/who-zika-virus-spreads-explosively-4-million-cases-forecast,2,1,2,042,CITIZEN,,,
96008,201601,http://thepeninsulaqatar.com/news/international/368145/who-zika-virus-spreads-explosively-4-million-cases-forecast,2,1,2,043,CITIZEN,,GREECE,GRC
96009,201601,http://thepeninsulaqatar.com/news/international/368145/who-zika-virus-spreads-explosively-4-million-cases-forecast,2,1,2,120,SWITZERLAND,CHE,BRAZIL,BRA
96010,201601,http://thepeninsulaqatar.com/news/international/368145/who-zika-virus-spreads-explosively-4-million-cases-forecast,2,1,2,120,SWITZERLAND,CHE,BRAZIL,BRA
96011,201601,http://thepeninsulaqatar.com/news/international/368145/who-zika-virus-spreads-explosively-4-million-cases-forecast,2,1,2,012,UNITED STATES,USA,BARACK OBAMA,USA
96012,201601,http://thepeninsulaqatar.com/news/international/368145/who-zika-virus-spreads-explosively-4-million-cases-forecast,6,1,6,120,GENEVA,CHE,BRAZIL,BRA
96013,201601,http://thepeninsulaqatar.com/news/international/368146/facts-about-the-zika-virus-the-current-outbreak,10,1,10,120,WORLD HEALTH ORGANIZATION,,BRAZIL,BRA
96014,201602,http://thepeninsulaqatar.com/news/international/368959/south-america-in-zika-crisis-talks-as-transmission-feared,10,1,10,040,URUGUAY,URY,DELEGATE,
96015,201602,http://thepeninsulaqatar.com/news/international/368959/south-america-in-zika-crisis-talks-as-transmission-feared,10,1,10,040,DELEGATE,,URUGUAY,URY
96016,201602,http://thepeninsulaqatar.com/news/international/368959/south-america-in-zika-crisis-talks-as-transmission-feared,10,1,10,046,VENEZUELA,VEN,UNITED STATES,USA
96017,201602,http://thepeninsulaqatar.com/news/international/369309/rio-carnival-goers-tell-zika-mosquito-to-buzz-off,5,1,5,051,,,POLICE,
96018,201602,http://thepeninsulaqatar.com/news/international/369309/rio-carnival-goers-tell-zika-mosquito-to-buzz-off,6,1,6,012,THE POOR,,UNITED STATES,USA
96019,201602,http://thepeninsulaqatar.com/news/international/369309/rio-carnival-goers-tell-zika-mosquito-to-buzz-off,10,1,10,042,,,BANK,
96020,201602,http://thepeninsulaqatar.com/news/international/369309/rio-carnival-goers-tell-zika-mosquito-to-buzz-off,10,1,10,043,BANK,,,
96021,201601,http://thepeninsulaqatar.com/news/international/369412/australia-pledges-aid-to-help-tonga-pacific-with-zika,1,1,1,190,PERTH,AUS,TONGA,TON
96022,201601,http://thepeninsulaqatar.com/news/international/369412/australia-pledges-aid-to-help-tonga-pacific-with-zika,1,1,1,013,TONGA,TON,REUTERS,USA
96023,201601,http://thepeninsulaqatar.com/news/international/369412/australia-pledges-aid-to-help-tonga-pacific-with-zika,1,1,1,013,TONGA,TON,REUTERS,USA
