RowNum,monthyear,sourceurl,nummentions,numsources,numarticles,eventcode,Actor1Name,Actor1CountryCode,Actor2Name,Actor2CountryCode
80001,201601,http://quadrangleonline.com/2016/01/21/hawaii-reports-first-usa-case-of-zika-linked-brain-damage/,8,1,8,042,COLOMBIA,COL,PUERTO RICO,USA
80002,201601,http://quadrangleonline.com/2016/01/21/hawaii-reports-first-usa-case-of-zika-linked-brain-damage/,8,1,8,042,COLOMBIA,COL,GUATEMALA,GTM
80003,201601,http://quadrangleonline.com/2016/01/21/hawaii-reports-first-usa-case-of-zika-linked-brain-damage/,8,1,8,042,COLOMBIA,COL,EL SALVADOR,SLV
80004,201601,http://quadrangleonline.com/2016/01/21/hawaii-reports-first-usa-case-of-zika-linked-brain-damage/,8,1,8,043,HONDURAS,HND,COLOMBIA,COL
80005,201601,http://quadrangleonline.com/2016/01/21/hawaii-reports-first-usa-case-of-zika-linked-brain-damage/,8,1,8,043,PARAGUAY,PRY,COLOMBIA,COL
80006,201601,http://quadrangleonline.com/2016/01/21/hawaii-reports-first-usa-case-of-zika-linked-brain-damage/,8,1,8,043,SURINAME,SUR,COLOMBIA,COL
80007,201601,http://quadrangleonline.com/2016/01/21/hawaii-reports-first-usa-case-of-zika-linked-brain-damage/,8,1,8,043,GUATEMALA,GTM,COLOMBIA,COL
80008,201601,http://quadrangleonline.com/2016/01/21/hawaii-reports-first-usa-case-of-zika-linked-brain-damage/,8,1,8,043,VENEZUELA,VEN,COLOMBIA,COL
80009,201601,http://quadrangleonline.com/2016/01/21/hawaii-reports-first-usa-case-of-zika-linked-brain-damage/,8,1,8,043,MARTINIQUE,FRA,COLOMBIA,COL
80010,201601,http://quadrangleonline.com/2016/01/21/hawaii-reports-first-usa-case-of-zika-linked-brain-damage/,8,1,8,043,EL SALVADOR,SLV,COLOMBIA,COL
80011,201601,http://quadrangleonline.com/2016/01/21/hawaii-reports-first-usa-case-of-zika-linked-brain-damage/,8,1,8,043,PUERTO RICO,USA,COLOMBIA,COL
80012,201601,http://quadrangleonline.com/2016/01/21/hawaii-reports-first-usa-case-of-zika-linked-brain-damage/,8,1,8,043,FRENCH GUIANA,FRA,COLOMBIA,COL
80013,201601,http://quadrangleonline.com/2016/01/21/hawaii-reports-first-usa-case-of-zika-linked-brain-damage/,10,1,10,042,COLOMBIA,COL,BRAZIL,BRA
80014,201601,http://quadrangleonline.com/2016/01/21/health-expert-weighs-in-on-zika-cases-in-south-florida/,6,1,6,042,BRAZIL,BRA,PUERTO RICO,USA
80015,201601,http://quadrangleonline.com/2016/01/21/microcephaly-cases-in-brazil-rise-to-3893-linked-to-zika/,1,1,1,051,BRAZIL,BRA,,
80016,201601,http://quadrangleonline.com/2016/01/21/oahu-baby-with-birth-defect-was-infected-with-zika-virus/,2,1,2,043,BRAZIL,BRA,EL SALVADOR,SLV
80017,201601,http://quadrangleonline.com/2016/01/21/oahu-baby-with-birth-defect-was-infected-with-zika-virus/,2,1,2,042,BRAZIL,BRA,EL SALVADOR,SLV
