RowNum,monthyear,sourceurl,nummentions,numsources,numarticles,eventcode,Actor1Name,Actor1CountryCode,Actor2Name,Actor2CountryCode
208001,201711,http://www.rts.rs/page/radio/ci/story/1464/radio-beograd-3/2953661/muzika-protestantske-crkve-u-18-veku.html,2,1,2,051,GERMANY,DEU,,
208002,201712,http://www.rts.rs/page/radio/ci/story/1464/radio-beograd-3/2957225/muzika-sveta--dzon-duhan-album-irceva-najdraza-kolekcija.html,10,1,10,010,CREATIVITY,,,
208003,201606,http://www.rts.rs/page/stories/ci/story/1/politika/2340585/zika-gojkovic-sramno-ponasanje-ministarstva-kulture.html,2,1,2,042,SERBIA,SRB,EUROPEAN,EUR
208004,201606,http://www.rts.rs/page/stories/ci/story/1/politika/2340585/zika-gojkovic-sramno-ponasanje-ministarstva-kulture.html,2,1,2,043,EUROPEAN,EUR,SERBIA,SRB
208005,201606,http://www.rts.rs/page/stories/ci/story/1/politika/2340585/zika-gojkovic-sramno-ponasanje-ministarstva-kulture.html,10,1,10,111,MINIST,,,
208006,201612,http://www.rts.rs/page/stories/ci/story/1/politika/2564487/djuric-protestna-nota-muzika-za-moje-usi.html,10,1,10,036,EUROPEAN,EUR,MINISTRY,
208007,201708,http://www.rts.rs/page/stories/ci/story/1/politika/2830482/selakovic-cilj-deklaracije-ocuvanje-jezika-i-kulture.html,8,1,8,020,SERBIA,SRB,,
208008,201708,http://www.rts.rs/page/stories/ci/story/1/politika/2830482/selakovic-cilj-deklaracije-ocuvanje-jezika-i-kulture.html,10,1,10,036,,,PRESIDENT,
208009,201708,http://www.rts.rs/page/stories/ci/story/1/politika/2830482/selakovic-cilj-deklaracije-ocuvanje-jezika-i-kulture.html,10,1,10,036,PRESIDENT,,,
208010,201604,http://www.rts.rs/page/stories/ci/story/124/drustvo/2288646/panel-o-negovanju-srpskog-jezika.html,10,1,10,012,PUBLISHER,,,
208011,201604,http://www.rts.rs/page/stories/ci/story/2/svet/2301982/prva-smrt-od-virusa-zika-na-teritoriji-sad.html,8,1,8,071,AUTHORITIES,,WASHINGTON,USA
208012,201709,http://www.rts.rs/page/stories/ci/story/3/region/2886093/savet-evrope-napredak-crne-gore-u-promociji-jezika-manjina.html,10,1,10,040,EUROPE,EUR,,
208013,201712,http://www.rts.rs/page/stories/ci/story/3/region/2970120/priznavanje-crnogorskog-jezika-politicka-odluka.html,10,1,10,015,WASHINGTON,USA,,
208014,201801,http://www.rts.rs/page/stories/ci/story/3/region/3010190/makedonci-protestuju-zbog-albanskog-kao-zvanicnog-jezika.html,10,1,10,145,SKOPJE,MKD,ALBANIAN,ALB
208015,201801,http://www.rts.rs/page/stories/ci/story/3/region/3010190/makedonci-protestuju-zbog-albanskog-kao-zvanicnog-jezika.html,10,1,10,145,PROTESTER,,,
